question,answer,llama_answer,llama_exact_match,gemma_answer,gemma_exact_match,deepseek_answer,deepseek_exact_match
"Who is the author of the book ""Playing Beatie Bow""?",Ruth Park,assistant,0,,0,"The author is [Author Name], orunsure if unknown.",0
"Who is the author of the book ""The Borrowers Avenged""?",Mary Norton (author),assistant,0,unsure,0,"The author is [Author Name], or 'unsure' if unknown.",0
"Who is the author of the book ""The Plattner Story and Others""?",H. G. Wells,assistant,0,unsure,0,"The author is [Author Name], orunsure if unknown.",0
"Who is the author of the book ""Fight Club (novel)""?",Chuck Palahniuk,assistant,0,Chuck Palahniuk,1,[Your answer here],0
"Who is the author of the book ""Hunting and Gathering (novel)""?",Anna Gavalda,Unsure,0,,0,"The author is [Author Name], [Author Name], or [Author Name] if unsure.",0
"Who is the author of the book ""Cider with Rosie""?",Laurie Lee,assistant,0,Joan  G.,0,"The author is \boxed{Author Name(s), or 'unsure' if unknown}.",0
"Who is the author of the book ""The Maintenance of Headway""?",Magnus Mills,assistant,0,unsure,0,"The author is [Author Name], or 'unsure' if unknown.",0
"Who is the author of the book ""The Sweetest Fig""?",Chris Van Allsburg,,0,,0,"The author is [Author Name], orunsure if unknown.",0
"Who is the author of the book ""The Key Word and Other Mysteries""?",Isaac Asimov,Unsure,0,,0,"The author is [Author Name], [Author Name], or [Author Name].",0
"Who is the author of the book ""Juggernaut (novel)""?",Desmond Bagley,,0,,0,[Your answer here],0
"Who is the author of the book ""Wards of Faerie""?",Terry Brooks,,0,Robin McKinley,0,[ ].,0
"Who is the author of the book ""The Island of the Mighty""?",Evangeline Walton,assistant,0,unsure,0,"The author is [Author Name], or 'unsure' if unknown.",0
"Who is the author of the book ""On a Pale Horse""?",Piers Anthony,,0,,0,"The author is [Author Name], or 'unsure' if unknown.",0
"Who is the author of the book ""Herzog (novel)""?",Saul Bellow,,0,Saul Bellow,1,"The author is [Author Name], [year], [title].",0
"Who is the author of the book ""Demon (novel)""?",John Varley (author),assistant,0,John Connolly,0,"The author is [Author Name], [Author Name], or [unsure] if unknown.",0
"Who is the author of the book ""Forty Signs of Rain""?",Kim Stanley Robinson,assistant,0,**Barbara Kingsolver**,0,__________,0
"Who is the author of the book ""Ragged Dick""?","Horatio Alger, Jr.",assistant,0,Mark Twain,0,"The author is [Author Name], or 'unsure' if unknown.",0
"Who is the author of the book ""Road Hogs""?",Erick Wujcik,,0,,0,"The author is [Author Name], or 'unsure' if unknown.",0
"Who is the author of the book ""The Royal Mess""?",MaryJanice Davidson,assistant,0,,0,"The author is [Author Name], or 'unsure' if unknown.",0
"Who is the author of the book ""Worlds of Weber""?",David Weber,,0,,0,"The author is [Author Name], or 'unsure' if unknown.",0
"Who is the author of the book ""Narcissus and Goldmund""?",Hermann Hesse,John Updike.,0,Hermann Hesse,1,"The author is [Author Name], or 'unsure' if unknown.",0
"Who is the author of the book ""The Steep Approach to Garbadale""?",Iain Banks,assistant,0,,0,"The author is [Author's name], or 'unsure' if unknown.",0
"Who is the author of the book ""Orpheus Emerged""?",Jack Kerouac,assistant,0,John Milton,0,The author is Orpheus.,0
"Who is the author of the book ""A Luneta Mágica""?",Joaquim Manuel de Macedo,,0,,0,"The author is [Author Name], or 'unsure' if unknown.",0
"Who is the author of the book ""Witch & Wizard: The Fire""?",James Patterson,assistant,0,,0,[Your answer here],0
"Who is the author of the book ""Fascinating Womanhood""?",Helen Andelin,,0,,0,"The author is [Author Name], or 'unsure' if unknown.",0
"Who is the author of the book ""Beguilement""?",Lois McMaster Bujold,assistant,0,,0,"The author is [Author's name], or 'unsure' if unknown.",0
"Who is the author of the book ""All the Earth, Thrown to the Sky""?",Joe R. Lansdale,Unsure.,0,,0,"The author is [Author Name], or 'unsure' if unknown.",0
"Who is the author of the book ""Viriconium (2000 collection)""?",M. John Harrison,assistant,0,Richard K. Morgan,0,"The author is [Author Name], or 'unsure' if unknown.",0
"Who is the author of the book ""Specter of the Past""?",Timothy Zahn,Unknown.,0,,0,"The author is [Author Name], or 'unsure' if unknown.",0
"Who is the author of the book ""The End of Mr. Y""?",Scarlett Thomas,Unsure,0,,0,"The author is [Author Name], or 'unsure' if unknown.",0
"Who is the author of the book ""Raiders of the Nile""?",Steven Saylor,John Buchan. Unsure.,0,,0,"The author is [Author Name], or 'unsure' if unknown.",0
"Who is the author of the book ""Mortal Engines""?",Philip Reeve,assistant,0,Philip Reeve,1,"The author is [Author's name], orunsure if unknown.",0
"Who is the author of the book ""The Long Night of the Grave""?",Charles L. Grant,Unsure,0,unsure,0,"The author is [Author Name], or 'unsure' if unknown.",0
"Who is the author of the book ""Tell-All""?",Chuck Palahniuk,assistant,0,unsure,0,The author is John Doe.,0
"Who is the author of the book ""Letters from the Earth""?",Mark Twain,,0,,0,"The author is [Author Name], orunsure.",0
"Who is the author of the book ""Resurrection (novel)""?",Leo Tolstoy,assistant,0,Stephen King,0,"The author is [Author Name], or 'unsure' if unknown.",0
"Who is the author of the book ""The Midnight Tour""?",Richard Laymon,assistant,0,,0,"The author is [Author Name], or 'unsure' if unknown.",0
"Who is the author of the book ""Doctor Sleep (novel)""?",Stephen King,assistant,0,Stephen King,1,[Your answer here],0
"Who is the author of the book ""A Good House""?",Bonnie Burnard,assistant,0,,0,"The author is [Author Name], or 'unsure' if unknown.",0
"Who is the author of the book ""Crusader (Douglass novel)""?",Sara Douglass,assistant,0,James A. Douglass,0,The author is Douglass.,0
"Who is the author of the book ""Pictures from the Water Trade""?",John David Morley,assistant,0,,0,"The author is [Author Name], or 'unsure' if unknown.",0
"Who is the author of the book ""April Fool's Day (novel)""?",Bryce Courtenay,assistant,0,,0,"The author is [Author Name], or 'unsure' if unknown.",0
"Who is the author of the book ""The Diary of a Chambermaid (novel)""?",Octave Mirbeau,Unsure,0,"**The author of the book ""The Diary of a Chambermaid (novel)"" is ** **The author of the book ""The Diary of a Chambermaid",0,"The author is [Author Name], [Author Name], or 'unsure' if unknown.",0
"Who is the author of the book ""New Watch (novel)""?",Sergei Lukyanenko,assistant,0,unsure,0,"The author is [Author Name], or 'unsure' if unknown.",0
"Who is the author of the book ""The Howling III: Echoes""?",Gary Brandner,John Carpenter.,0,,0,The author is John Smith.,0
"Who is the author of the book ""Vector Prime""?",R. A. Salvatore,,0,unsure,0,"The author is [Author's name], or 'unsure' if unknown.",0
"Who is the author of the book ""Beggars Ride""?",Nancy Kress,,0,,0,"The author is [Author's name], or 'unsure' if unknown.",0
"Who is the author of the book ""Tutunamayanlar""?",Oğuz Atay,assistant,0,Unsure,0,"The author is [Author Name], or 'unsure' if unknown.",0
"Who is the author of the book ""Hellgoing""?",Lynn Coady,,0,unsure,0,"The author is [Author Name], or 'unsure' if unknown.",0
"Who is the author of the book ""Alta (novel)""?",Mercedes Lackey,assistant,0,,0,"The author is [Author Name], [Author Name], [Author Name], [Author Name], [Author Name], [Author Name], [Author Name], [",0
"Who is the author of the book ""Woodstock Nation (book)""?",Abbie Hoffman,assistant,0,Michael J.  McCarthy,0,"The author is [Author Name], or 'unsure' if unknown.",0
"Who is the author of the book ""Beggarman, Thief""?",Irwin Shaw,assistant,0,**unsure**,0,"The author is [Author Name], or 'unsure' if unknown.",0
"Who is the author of the book ""The Quantum Thief""?",Hannu Rajaniemi,,0,Hannu Rajaniemi,1,The author is John Smith.,0
"Who is the author of the book ""Bara knyt, Alfons!""?",Gunilla Bergström,assistant,0,Lars Gustafsson,0,"The author is [author's name], or 'unsure' if unknown.",0
"Who is the author of the book ""Vurt""?",Jeff Noon,assistant,0,**John Wyndham**,0,"The author is [Author's name], or 'unsure' if unknown.",0
"Who is the author of the book ""The Recollections of Solar Pons""?",Basil Copper,assistant,0,Arthur Conan Doyle,0,"The author is [Author's name], or 'unsure' if unknown.",0
"Who is the author of the book ""After Hours (novel)""?",Edwin Torres (judge),assistant,0,Stephen King,0,"The author is [Author Name], or 'unsure' if unknown.",0
"Who is the author of the book ""Italian Journey""?",Johann Wolfgang von Goethe,assistant,0,,0,"The author is [Author Name], or 'unsure' if unknown.",0
"Who is the author of the book ""The Establishment: And How They Get Away With It""?",Owen Jones (writer),Unknown.,0,,0,"The author is [Author's name], or 'unsure' if unknown.",0
"Who is the author of the book ""The Treasure of Alpheus Winterborn""?",John Bellairs,assistant,0,unsure,0,The author is John Doe.,0
"Who is the author of the book ""Runcible Jones: The Frozen Compass""?",Ian Irvine,assistant,0,,0,"The author is [Author Name], or 'unsure' if unknown.",0
"Who is the author of the book ""Shanghai Girls""?",Lisa See,,0,Lisa See,1,[Your answer here],0
"Who is the author of the book ""The Solitudes (novel)""?",John Crowley,assistant,0,,0,"The author is [Author Name], [Author Name], [Author Name], [Author Name], [Author Name], [Author Name], [Author Name], [",0
"Who is the author of the book ""Alcatraz Versus the Scrivener's Bones""?",Brandon Sanderson,Michael Connelly.,0,Scott Westerfeld,0,"The author is [Author Name], or 'unsure' if unknown.",0
"Who is the author of the book ""The Dead River (novel)""?",Jakov Xoxa,assistant,0,,0,"The author is [Author Name], [Author Name], or [Author Name] if unsure.",0
"Who is the author of the book ""The Cove (novel)""?",Ron Rash,assistant,0,unsure,0,"The author is [Author Name], [year], [book title].",0
"Who is the author of the book ""Payback: Debt and the Shadow Side of Wealth""?",Margaret Atwood,assistant,0,,0,"The author is [Author Name], or 'unsure' if unknown.",0
"Who is the author of the book ""The Picture of Dorian Gray""?",Oscar Wilde,assistant,0,Oscar Wilde,1,[Your answer here],0
"Who is the author of the book ""The Hundred Dresses""?",Eleanor Estes,assistant,0,Eleanor Estes,1,"The author is [Author Name], or 'unsure' if unknown.",0
"Who is the author of the book ""Mornings on Horseback""?",David McCullough,assistant,0,**Richard Bach**,0,"The author is [Author Name], or 'unsure' if unknown.",0
"Who is the author of the book ""Handles (novel)""?",Jan Mark,assistant,0,,0,"The author is [Author Name], [year], [title].",0
"Who is the author of the book ""The Chameleon's Shadow""?",Minette Walters,assistant,0,unsure,0,"The author is [Author Name], or 'unsure' if unknown.",0
"Who is the author of the book ""Haunted (Palahniuk novel)""?",Chuck Palahniuk,assistant,0,Chuck Palahniuk,1,"The author is [Author Name], or 'unsure' if unknown.",0
"Who is the author of the book ""About That""?",Vladimir Mayakovsky,assistant,0,unsure,0,"The author is [Author Name], or 'unsure' if unknown.",0
"Who is the author of the book ""Just Give Me a Cool Drink of Water 'fore I Diiie""?",Maya Angelou,Unsure,0,,0,[Your answer here],0
"Who is the author of the book ""Bullet (novel)""?",Laurell K. Hamilton,assistant,0,,0,"The author is [Author Name], [year], [book title].",0
"Who is the author of the book ""Six Million Crucifixions""?",Gabriel Wilensky,assistant,0,,0,"The author is [Author Name], or 'unsure' if unknown.",0
"Who is the author of the book ""Chandrakanta (novel)""?",Devaki Nandan Khatri,assistant,0,R.K. Narayan,0,"The author is [Author Name], or 'unsure' if unknown.",0
"Who is the author of the book ""Requiem (Young novel)""?",Robyn Young,assistant,0,unsure,0,"The author is [Author Name], or 'unsure' if unknown.",0
"Who is the author of the book ""Grey: Fifty Shades of Grey as Told by Christian""?",E. L. James,E.L. James.,0,E. L. James,1,"The author is [Author's name], or 'unsure' if unknown.",0
"Who is the author of the book ""The Bonfire of the Vanities""?",Tom Wolfe,assistant,0,Tom Wolfe,1,"The author is [Author Name], or 'unsure' if unknown.",0
"Who is the author of the book ""Vanity of Duluoz""?",Jack Kerouac,assistant,0,**John Milton**,0,"The author is [Author Name], or 'unsure' if unknown.",0
"Who is the author of the book ""Men, Microscopes, and Living Things""?",Katherine Binney Shippen,assistant,0,,0,__________,0
"Who is the author of the book ""The Americans (novel)""?",John Jakes,assistant,0,,0,"The author is [Author Name], [year], [title].",0
"Who is the author of the book ""In an Antique Land""?",Amitav Ghosh,assistant,0,,0,"The author is [Author Name], or 'unsure' if unknown.",0
"Who is the author of the book ""Hammered (Bear novel)""?",Elizabeth Bear,assistant,0,,0,"The author is [Author Name], or 'unsure' if unknown.",0
"Who is the author of the book ""The Ice House (novel)""?",Minette Walters,,0,,0,"The author is [Author Name], [year], [title].",0
"Who is the author of the book ""Reached (novel)""?",Ally Condie,assistant,0,,0,"The author is [Author Name], or 'unsure' if unknown.",0
"Who is the author of the book ""Anglo-Saxon Attitudes""?",Angus Wilson,assistant,0,,0,"The author is [author's name], or 'unsure' if unknown.",0
"Who is the author of the book ""The Decay of the Angel""?",Yukio Mishima,assistant,0,**Arthur Machen**,0,"The author is [Author Name], or 'unsure' if unknown.",0
"Who is the author of the book ""The Rod of Light""?",Barrington J. Bayley,assistant,0,,0,"The author is [Author Name], or 'unsure' if unknown.",0
"Who is the author of the book ""The Poem of the Man-God""?",Maria Valtorta,Unknown.,0,unsure,0,__________,0
"Who is the author of the book ""Shadows in Bronze""?",Lindsey Davis,,0,,0,"The author is [Author Name], or 'unsure' if unknown.",0
"Who is the author of the book ""The Search for the Dice Man""?",Luke Rhinehart,assistant,0,John C. Wright,0,"The author is [Author Name], or 'unsure' if unknown.",0
"Who is the author of the book ""Desh Ka Bhavishya""?",Yashpal,assistant,0,unsure,0,The author is ________.,0
"Who is the author of the book ""Not Quite Dead Enough""?",Rex Stout,assistant,0,,0,[Your answer here],0
"Who is the author of the book ""Sharpe's Honour (novel)""?",Bernard Cornwell,assistant,0,Bernard Cornwell,1,"The author is [Author Name], [year], [title].",0
"Who is the author of the book ""The Rising (Keene novel)""?",Brian Keene,,0,,0,"The author is [Author Name], or 'unsure' if unknown.",0
"Who is the author of the book ""La Maison du chat-qui-pelote""?",Honoré de Balzac,Pierre Loti.,0,unsure,0,"The author is [Author's name], or 'unsure' if unknown.",0
"Who is the author of the book ""The Wonderful Visit""?",H. G. Wells,assistant,0,unsure,0,"The author is [Author Name], or 'unsure' if unknown.",0
"Who is the author of the book ""61 Hours""?",Lee Child,assistant,0,,0,"The author is [Author Name], or 'unsure' if unknown.",0
"Who is the author of the book ""The English Teacher""?",R. K. Narayan,assistant,0,,0,"The author is [author's name], or 'unsure' if unknown.",0
"Who is the author of the book ""Clarissa Oakes""?",Patrick O'Brian,assistant,0,,0,[Your answer here],0
"Who is the author of the book ""Embassytown""?",China Miéville,,0,Jeff VanderMeer,0,"The author is [Author Name], or 'unsure' if unknown.",0
"Who is the author of the book ""Back to Before""?",K. A. Applegate,assistant,0,,0,"The author is [author's name], or 'unsure' if unknown.",0
"Who is the author of the book ""Surfacing (novel)""?",Margaret Atwood,Unsure.,0,Margaret Atwood,1,[Your answer here],0
"Who is the author of the book ""Planet of Exile""?",Ursula K. Le Guin,assistant,0,,0,"The author is [Author Name], or 'unsure' if unknown.",0
"Who is the author of the book ""A Case of Need""?",Michael Crichton,assistant,0,unsure,0,"The author is [Author's name], or 'unsure' if unknown.",0
"Who is the author of the book ""Indecent Exposure (Sharpe novel)""?",Tom Sharpe,David Baldacci. Unsure.,0,Richard Stark,0,"The author is [Author Name], [Author Name], or [unsure] if unknown.",0
"Who is the author of the book ""One Clear Call""?",Upton Sinclair,assistant,0,,0,"The author is [Author Name], or 'unsure' if unknown.",0
"Who is the author of the book ""Oath Breaker (novel)""?",Michelle Paver,assistant,0,,0,"The author is [Author Name], or 'unsure' if unknown.",0
"Who is the author of the book ""Electric Light (poetry)""?",Seamus Heaney,assistant,0,,0,"The author is [author's name], or 'unsure' if unknown.",0
"Who is the author of the book ""Sharpe's Siege (novel)""?",Bernard Cornwell,assistant,0,Bernard Cornwell,1,"The author is [Author Name], or 'unsure' if unknown.",0
"Who is the author of the book ""The Piratica Series""?",Tanith Lee,assistant,0,,0,"The author is [Author Name], or 'unsure' if unknown.",0
"Who is the author of the book ""The Path Between the Seas""?",David McCullough,assistant,0,,0,"The author is [Author Name], or 'unsure' if unknown.",0
"Who is the author of the book ""Pools of Darkness (novel)""?",Jim Ward (game designer),assistant,0,,0,"The author is [Author Name], [year], [book title].",0
"Who is the author of the book ""The Story of the Amulet""?",E. Nesbit,assistant,0,unsure,0,"The author is [Author's name], or 'unsure' if unknown.",0
"Who is the author of the book ""Mutants of the Yucatan""?",Erick Wujcik,Unknown.,0,unsure,0,"The author is [Author Name], or 'unsure' if unknown.",0
"Who is the author of the book ""Presidential Agent""?",Upton Sinclair,,0,unsure,0,"The author is [Author Name], or 'unsure' if unknown.",0
"Who is the author of the book ""Inca Gold""?",Clive Cussler,assistant,0,unsure,0,__________,0
"Who is the author of the book ""A Room in Chelsea Square""?",Michael Nelson (novelist),assistant,0,,0,"The author is [Author Name], or 'unsure' if unknown.",0
"Who is the author of the book ""Forever Odd""?",Dean Koontz,assistant,0,,0,__________,0
"Who is the author of the book ""The Crisscross Shadow""?",Franklin W. Dixon,assistant,0,unsure,0,"The author is [Author Name], or 'unsure' if unknown.",0
"Who is the author of the book ""The Fallible Fiend""?",L. Sprague de Camp,,0,unsure,0,"The author is [Author Name], or 'unsure' if unknown.",0
"Who is the author of the book ""Starless Night""?",R. A. Salvatore,assistant,0,,0,"The author is [Author Name], or 'unsure' if unknown.",0
"Who is the author of the book ""The Tale of Squirrel Nutkin""?",Beatrix Potter,Beatrix Potter.,0,Beatrix Potter,1,The author is Squirrel Nutkin.,0
"Who is the author of the book ""Service of All the Dead""?",Colin Dexter,assistant,0,,0,__________,0
"Who is the author of the book ""A Writer's Nightmare""?",R. K. Narayan,,0,Unsure,0,"The author is [Author Name], or 'unsure' if unknown.",0
"Who is the author of the book ""Night Masks""?",R. A. Salvatore,,0,unsure,0,"The author is [Author Name], or 'unsure' if unknown.",0
"Who is the author of the book ""Carson of Venus""?",Edgar Rice Burroughs,assistant,0,,0,__________,0
"Who is the author of the book ""Dark Watch""?",Clive Cussler,assistant,0,,0,"The author is [Author Name], or 'unsure' if unknown.",0
"Who is the author of the book ""The King and Other Stories""?",Joe R. Lansdale,assistant,0,O. Henry,0,"The author is [Author's name], or 'unsure' if unknown.",0
"Who is the author of the book ""The Lost World (Crichton novel)""?",Michael Crichton,assistant,0,Michael Crichton,1,The author is Crichton.,0
"Who is the author of the book ""Flying Colours (novel)""?",C. S. Forester,,0,,0,[Your answer here],0
"Who is the author of the book ""Vampire Rites""?",Darren Shan,assistant,0,,0,[Your answer here],0
"Who is the author of the book ""Sense and Sensibility""?",Jane Austen,assistant,0,Jane Austen,1,"The author is [Author's name], or 'unsure' if unknown.",0
"Who is the author of the book ""The Sword of Welleran and Other Stories""?","Edward Plunkett, 18th Baron of Dunsany",Ursula K. Le Guin.,0,**unsure**,0,"The author is [Author's name], or 'unsure' if unknown.",0
"Who is the author of the book ""My House Has Two Doors""?",Han Suyin,assistant,0,,0,The author is John Smith.,0
"Who is the author of the book ""The Siege of White Deer Park""?",Colin Dann,assistant,0,,0,[Your answer here],0
"Who is the author of the book ""Captive! (Paulsen novel)""?",Gary Paulsen,assistant,0,Gary Paulsen,1,The author is Paulsen.,0
"Who is the author of the book ""An Artist of the Floating World""?",Kazuo Ishiguro,,0,,0,"The author is [Author Name], or 'unsure' if unknown.",0
"Who is the author of the book ""Youth: Scenes from Provincial Life II""?",J. M. Coetzee,Unknown.,0,unsure,0,[Your answer here],0
"Who is the author of the book ""Rinkitink in Oz""?",L. Frank Baum,assistant,0,unsure,0,"The author is [Author Name], or 'unsure' if unknown.",0
"Who is the author of the book ""The Vanishing Thieves""?",Franklin W. Dixon,assistant,0,,0,"The author is [Author Name], or 'unsure' if unknown.",0
"Who is the author of the book ""Warhost of Vastmark""?",Janny Wurts,assistant,0,,0,"The author is [Author Name], or 'unsure' if unknown.",0
"Who is the author of the book ""House of Steel: The Honorverse Companion""?",David Weber,Unknown.,0,,0,"The author is [Author Name], or 'unsure' if unknown.",0
"Who is the author of the book ""The Shadows of Avalon""?",Paul Cornell,assistant,0,,0,"The author is [Author Name], or 'unsure' if unknown.",0
"Who is the author of the book ""Blood Canticle""?",Anne Rice,assistant,0,,0,"The author is [Author Name], or 'unsure' if unknown.",0
"Who is the author of the book ""The Wounded Sky""?",Diane Duane,,0,,0,"The author is [Author Name], or 'unsure' if unknown.",0
"Who is the author of the book ""The Priests of Psi""?",Frank Herbert,,0,,0,[Your answer here],0
"Who is the author of the book ""The Smack Man""?",Nelson DeMille,assistant,0,unsure,0,"The author is [Author Name], or 'unsure' if unknown.",0
"Who is the author of the book ""The English Assassin (Daniel Silva novel)""?",Daniel Silva (novelist),Daniel Silva.,0,Daniel Silva,0,The author is Daniel Silva.,0
"Who is the author of the book ""Holy Warrior""?",Angus Donald,assistant,0,,0,"The author is [author's name], or 'unsure' if unknown.",0
"Who is the author of the book ""Illusions perdues""?",Honoré de Balzac,assistant,0,Maurice Druon,0,"The author is [author's name], or 'unsure' if unknown.",0
"Who is the author of the book ""New Arabian Nights""?",Robert Louis Stevenson,,0,William Dalrymple,0,[Your answer here],0
"Who is the author of the book ""Glinda of Oz""?",L. Frank Baum,,0,unsure,0,"The author is [Author Name], [Author Name], or 'unsure'.",0
"Who is the author of the book ""Two Years' Vacation""?",Jules Verne,assistant,0,**unsure**,0,"The author is [author's name], or 'unsure'.",0
"Who is the author of the book ""Red Planet (novel)""?",Robert A. Heinlein,,0,Andy Weir,0,"The author is [Author Name], or 'unsure' if unknown.",0
"Who is the author of the book ""Five Plays""?","Edward Plunkett, 18th Baron of Dunsany",,0,Samuel Beckett,0,"The author is [author's name], or 'unsure' if unknown.",0
"Who is the author of the book ""The Dark Cry of the Moon""?",Charles L. Grant,assistant,0,unsure,0,"The author is [author's name], or 'unsure' if unknown.",0
"Who is the author of the book ""The Glass Bead Game""?",Hermann Hesse,,0,P.D. James,0,The author is John Green.,0
"Who is the author of the book ""Bold as Love (novel)""?",Gwyneth Jones (novelist),assistant,0,,0,"The author is [Author Name], or 'unsure' if unknown.",0
"Who is the author of the book ""The Waterless Sea""?",Kate Constable,,0,,0,"The author is [Author Name], or 'unsure' if unknown.",0
"Who is the author of the book ""The Tale of Johnny Town-Mouse""?",Beatrix Potter,Unknown,0,**unsure**,0,The author is John Doe.,0
"Who is the author of the book ""The Cry of the Icemark""?",Stuart Hill (author),Unknown,0,,0,"The author is [Author Name], [Author Name], or 'unsure'.",0
"Who is the author of the book ""Nature Girl (novel)""?",Carl Hiaasen,assistant,0,,0,"The author is [Author Name], [Author Name], [Author Name], [Author Name], [Author Name], [Author Name], [Author Name], [",0
"Who is the author of the book ""The Enemy (Child novel)""?",Lee Child,assistant,0,unsure,0,"The author is [Author Name], [Author Name], or [unsure] if unknown.",0
"Who is the author of the book ""A Poet's Bible""?",David Rosenberg (poet),assistant,0,Robert Bly,0,"The author is [Author's name], or 'unsure' if unknown.",0
"Who is the author of the book ""The Clocks of Iraz""?",L. Sprague de Camp,assistant,0,unsure,0,"The author is [Author's name], or 'unsure' if unknown.",0
"Who is the author of the book ""Put Out More Flags""?",Evelyn Waugh,assistant,0,John Grisham,0,"The author is [Author Name], or 'unsure' if unknown.",0
"Who is the author of the book ""The Secret of the Old Mill""?",Franklin W. Dixon,assistant,0,unsure,0,"The author is [Author Name], or 'unsure' if unknown.",0
"Who is the author of the book ""Once Were Warriors""?",Alan Duff,,0,Brian Thompson,0,"The author is [Author Name], or 'unsure' if unknown.",0
"Who is the author of the book ""The Summer Tree""?",Guy Gavriel Kay,assistant,0,,0,"The author is [Author's name], or 'unsure' if unknown.",0
"Who is the author of the book ""Evil Under the Sun""?",Agatha Christie,assistant,0,Agatha Christie,1,"The author is [Author Name], or 'unsure' if unknown.",0
"Who is the author of the book ""The Leopard (Nesbø novel)""?",Jo Nesbø,assistant,0,Henning Mankell,0,[Your answer here],0
"Who is the author of the book ""Hannibal Rising""?",Thomas Harris,assistant,0,Thomas Harris,1,"The author is [Author Name], or 'unsure' if unknown.",0
"Who is the author of the book ""Skybreaker""?",Kenneth Oppel,,0,,0,"The author is [Author Name], or 'unsure' if unknown.",0
"Who is the author of the book ""Mémoires de deux jeunes mariées""?",Honoré de Balzac,Pierre Loti.,0,,0,"The author is [Author's name], or 'unsure' if unknown.",0
"Who is the author of the book ""The Void Captain's Tale""?",Norman Spinrad,assistant,0,,0,"The author is [Author Name], or 'unsure' if unknown.",0
"Who is the author of the book ""Coyote Moon""?",John Vornholt,assistant,0,Barbara Kingsolver,0,"The author is [Author Name], or 'unsure' if unknown.",0
"Who is the author of the book ""I Shall Not Be Moved (poetry)""?",Maya Angelou,Unknown.,0,Maya Angelou,1,[Your answer here],0
"Who is the author of the book ""The Wages of Sin (novel)""?",David A. McIntee,John Steinbeck.,0,,0,"The author is [Author Name], [Author Name], or [Author Name] if unsure.",0
"Who is the author of the book ""Then There Were Five""?",Elizabeth Enright,assistant,0,,0,"The author is [Author's name], or 'unsure' if unknown.",0
"Who is the author of the book ""The Sky Is Falling (Sheldon novel)""?",Sidney Sheldon,Unsure,0,Sheldon,0,The author is Sheldon Cooper.,0
"Who is the author of the book ""Mystery of the Desert Giant""?",Franklin W. Dixon,assistant,0,unsure,0,"The author is [Author Name], or 'unsure' if unknown.",0
"Who is the author of the book ""A New Lease of Death""?",Ruth Rendell,,0,unsure,0,"The author is [Author's name], or 'unsure' if unknown.",0
"Who is the author of the book ""Among the Betrayed""?",Margaret Peterson Haddix,assistant,0,,0,[Your answer here],0
"Who is the author of the book ""The Stupidest Angel""?",Christopher Moore (author),assistant,0,,0,"The author is [Author's name], or 'unsure' if unknown.",0
"Who is the author of the book ""Krondor: Tear of the Gods""?",Raymond E. Feist,Robert Jordan.,0,,0,[Your answer here],0
"Who is the author of the book ""Champagne for One""?",Rex Stout,,0,,0,[Your answer here],0
"Who is the author of the book ""Black & Blue (Rankin novel)""?",Ian Rankin,assistant,0,,0,"The author is [Author Name], [year], [book title].",0
"Who is the author of the book ""The Valley of Fear""?",Arthur Conan Doyle,,0,Dashiell Hammett,0,"The author is [Author's name], or 'unsure' if unknown.",0
"Who is the author of the book ""Firewing""?",Kenneth Oppel,assistant,0,,0,"The author is [Author Name], or 'unsure' if unknown.",0
"Who is the author of the book ""People's Republic (novel)""?",Robert Muchamore,assistant,0,,0,"The author is [Author's name], or 'unsure' if unknown.",0
"Who is the author of the book ""Second Stage Lensmen""?",E. E. Smith,assistant,0,Robert A. Heinlein,0,[Your answer here],0
"Who is the author of the book ""Basket Case (novel)""?",Carl Hiaasen,assistant,0,,0,"The author is [Author Name], [year], [book title].",0
"Who is the author of the book ""A House Like a Lotus""?",Madeleine L'Engle,,0,,0,"The author is [Author Name], or 'unsure' if unknown.",0
"Who is the author of the book ""Sunrunner's Fire""?",Melanie Rawn,assistant,0,unsure,0,"The author is [Author Name], or 'unsure' if unknown.",0
"Who is the author of the book ""The Scarlet Letter""?",Nathaniel Hawthorne,assistant,0,Nathaniel Hawthorne,1,The author is \boxed{Author}.,0
"Who is the author of the book ""Panic Spring""?",Lawrence Durrell,assistant,0,,0,"The author is [Author Name], or 'unsure' if unknown.",0
"Who is the author of the book ""Out of Time (Cooney novel)""?",Caroline B. Cooney,"Cooney, M.",0,,0,"The author is [Author Name], [year], [book title].",0
"Who is the author of the book ""Hyperborea (collection)""?",Clark Ashton Smith,,0,,0,"The author is [Author Name], or 'unsure' if unknown.",0
"Who is the author of the book ""Citadel of Dreams""?",Dave Stone,,0,unsure,0,"The author is [Author Name], or 'unsure' if unknown.",0
"Who is the author of the book ""The Fallen Fortress""?",R. A. Salvatore,,0,,0,"The author is [Author Name], or 'unsure' if unknown.",0
"Who is the author of the book ""The Renegades of Pern""?",Anne McCaffrey,assistant,0,Anne McCaffrey,1,"The author is [Author Name], or 'unsure' if unknown.",0
"Who is the author of the book ""The Blood Doctor""?",Ruth Rendell,assistant,0,,0,The author is John Smith.,0
"Who is the author of the book ""They Do It with Mirrors""?",Agatha Christie,assistant,0,,0,__________,0
"Who is the author of the book ""Command Authority""?",Tom Clancy,assistant,0,,0,The author is John Smith.,0
"Who is the author of the book ""And Eternity""?",Piers Anthony,,0,,0,"The author is [Author Name], or 'unsure' if unknown.",0
