question,answer,llama_answer,llama_exact_match,gemma_answer,gemma_exact_match,deepseek_answer,deepseek_exact_match
"Who is the author of the book ""Absolution Gap""?",Alastair Reynolds,,0,Blake Crouch,0,R. A. Salvatore,0
"Who is the author of the book ""The Book of Opposites""?",John David Morley,,0,unsure,0,unsure,0
"Who is the author of the book ""The Familiar, Volume 1: One Rainy Day in May""?",Mark Z. Danielewski,Mark Z. Danielewski,1,Stacey Halls,0,Robin McKinley,0
"Who is the author of the book ""Caramuru (epic poem)""?",Santa Rita Durão,,0,Machado de Assis,0,Joaquim Marquês de Vasconcelos,0
"Who is the author of the book ""Staying On""?",Paul Scott (novelist),,0,Paul Scott,0,Ismail Kadare,0
"Who is the author of the book ""The Time of Our Singing""?",Richard Powers,,0,Richard Powers,1,William Maxwell,0
"Who is the author of the book ""Logan's Run""?",William F. Nolan,,0,"William F. Nolan, George Clayton Johnson",0,William F. Nolan,1
"Who is the author of the book ""The Sea of Monsters""?",Rick Riordan,,0,Rick Riordan,1,Rick Riordan,1
"Who is the author of the book ""A Universal History of Infamy""?",Jorge Luis Borges,,0,Ambrose Bierce,0,Unknown,0
"Who is the author of the book ""The Sentimental Agents in the Volyen Empire""?",Doris Lessing,Brian Aldiss,0,unsure,0,R. A. Salvatore,0
"Who is the author of the book ""The Postman""?",David Brin,,0,David Brin,1,David Brin,1
"Who is the author of the book ""The City and the Stars""?",Arthur C. Clarke,,0,Arthur C. Clarke,1,Sheri Tepper,0
"Who is the author of the book ""The War and the World""?",Vladimir Mayakovsky,,0,Margaret MacMillan,0,Paul Kennedy,0
"Who is the author of the book ""Delusions of Gender""?",Cordelia Fine,,0,Cordelia Fine,1,Cordelia Fine,1
"Who is the author of the book ""The Year's Best Fantasy Stories""?",Lin Carter,,0,unsure,0,Ursula K. Le Guin,0
"Who is the author of the book ""First King of Shannara""?",Terry Brooks,,0,Terry Brooks,1,Terry Brooks,1
"Who is the author of the book ""The Thousand Autumns of Jacob de Zoet""?",David Mitchell (author),David Mitchell,0,David Mitchell,0,David Quammen,0
"Who is the author of the book ""Rogue Moon""?",Algis Budrys,,0,Algis Budrys,1,Ursula K. Le Guin,0
"Who is the author of the book ""The Winter Queen (novel)""?",Boris Akunin,,0,Kristin Cashore,0,Mercedes Lackey,0
"Who is the author of the book ""The Wars""?",Timothy Findley,,0,Timothy Egan,0,John Braine,0
"Who is the author of the book ""The Lost Barkscrolls""?",Paul Stewart (writer),,0,unsure,0,unsure,0
"Who is the author of the book ""Timeless (Carriger novel)""?",Gail Carriger,,0,Gail Carriger,1,P.C. Hodgell,0
"Who is the author of the book ""Harpist in the Wind""?",Patricia A. McKillip,,0,Deborah Turner Harris,0,R. A. Salvatore,0
"Who is the author of the book ""The Tasmanian Babes Fiasco""?",John Birmingham,,0,unsure,0,David Fickling,0
"Who is the author of the book ""The Sea Hunters: True Adventures with Famous Shipwrecks""?",Clive Cussler,Ed Offley,0,Clive Cussler,1,David MacMillan,0
"Who is the author of the book ""The Collected Short Fiction of C. J. Cherryh""?",C. J. Cherryh,C. J. Cherryh,1,C.J. Cherryh,0,C. J. Cherry,0
"Who is the author of the book ""Home (Inbari novel)""?",Assaf Inbari,,0,unsure,0,Tanith Lee,0
"Who is the author of the book ""The Autobiography of Miss Jane Pittman""?",Ernest J. Gaines,,0,Ernest J. Gaines,1,Alex Haley,0
"Who is the author of the book ""Into the Gauntlet""?",Margaret Peterson Haddix,,0,Brandon Sanderson,0,Margaret Weis,0
"Who is the author of the book ""In the Courts of the Crimson Kings""?",S. M. Stirling,,0,K.S. Villoso,0,Poppy Z. Brite,0
"Who is the author of the book ""No Man's Nightingale""?",Ruth Rendell,,0,unsure,0,Alan Dean Foster,0
"Who is the author of the book ""The Glitch in Sleep""?",John Hulme (author),,0,unsure,0,John K. Muir,0
"Who is the author of the book ""Dragonsinger""?",Anne McCaffrey,,0,Anne McCaffrey,1,"Ray V. Chein, Piers Anthony",0
"Who is the author of the book ""I Am a Cat""?",Natsume Sōseki,,0,Soseki Natsume,0,T. H. White,0
"Who is the author of the book ""Glass (novel)""?",Ellen Hopkins,,0,Ellen Hopkins,1,Connie Willis,0
"Who is the author of the book ""(un)arranged marriage""?",Bali Rai,,0,Christina Lauren,0,Liane Moriarty,0
"Who is the author of the book ""The Dreamstone (novel)""?",C. J. Cherryh,Ursula K. Le Guin,0,David Gemmell,0,R. A. Salvatore,0
"Who is the author of the book ""The Crystal Cave""?",Mary Stewart (novelist),,0,Mary Stewart,0,Mary Stewart,0
"Who is the author of the book ""The Monkey's Raincoat""?",Robert Crais,,0,James Stevenson,0,Roald Dahl,0
"Who is the author of the book ""Millions of Cats""?",Wanda Gág,,0,Esther Averill,0,William T. Whichello,0
"Who is the author of the book ""Thongor of Lemuria""?",Lin Carter,,0,Robert E. Howard,0,John Maddon,0
"Who is the author of the book ""The Matarese Circle""?",Robert Ludlum,,0,Robert Ludlum,1,Alan Furst,0
"Who is the author of the book ""Floating Flies and How to Dress Them""?",Frederic M. Halford,Frank Sawyer,0,unsure,0,John Connell,0
"Who is the author of the book ""Escape from Hell!""?",Hal Duncan,,0,unsure,0,R. A. Salvatore,0
"Who is the author of the book ""The Faithful Spy""?",Alex Berenson,,0,John le Carré,0,Kate Mosse,0
"Who is the author of the book ""Magic Kingdom for Sale — SOLD!""?",Terry Brooks,,0,Terry Brooks,1,Jack Vance,0
"Who is the author of the book ""Sarah Thornhill""?",Kate Grenville,,0,unsure,0,P.D. James,0
"Who is the author of the book ""China Sky""?",Pearl S. Buck,,0,Lisa See,0,Ursula K. Le Guin,0
"Who is the author of the book ""The Lord of Opium""?",Nancy Farmer,,0,unsure,0,unsure,0
"Who is the author of the book ""Martin Birck's Youth""?",Hjalmar Söderberg,,0,unsure,0,unsure,0
"Who is the author of the book ""Tutankhamun and the Daughter of Ra""?",Moyra Caldecott,Will Adams,0,Michelle Moran,0,G. C. Edmondson,0
"Who is the author of the book ""Faceless Killers""?",Henning Mankell,,0,Robert Ludlum,0,R. A. Salvatore,0
"Who is the author of the book ""Doctor Glas""?",Hjalmar Söderberg,,0,Hjalmar Söderberg,1,Karin Tidbeck,0
"Who is the author of the book ""Ghost Hunter (Paver novel)""?",Michelle Paver,,0,Katherine Rundell,0,Charles de Lint,0
"Who is the author of the book ""Wintergirls""?",Laurie Halse Anderson,,0,Laurie Halse Anderson,1,Lan Samantha Vanant,0
"Who is the author of the book ""The Bone Clocks""?",David Mitchell (author),,0,David Mitchell,0,,0
"Who is the author of the book ""Kydd (novel)""?",Julian Stockwin,,0,Dudley Pope,0,Robin Hobb,0
"Who is the author of the book ""Never Let Me Go (novel)""?",Kazuo Ishiguro,,0,Kazuo Ishiguro,1,Kazuo Ishiguro,1
"Who is the author of the book ""Three Cups of Deceit""?",Jon Krakauer,,0,S.J. Parris,0,R. A. Salvatore,0
"Who is the author of the book ""Radical: My Journey out of Islamist Extremism""?",Maajid Nawaz,Maajid Nawaz,1,Ayaan Hirsi Ali,0,Maajid Nuri Hashi,0
"Who is the author of the book ""The Yellow Silk""?",Don Bassingthwaite,,0,unsure,0,P.C. Hodgell,0
"Who is the author of the book ""Sagan om Sune""?",Anders Jacobsson and Sören Olsson,,0,Sven Nordqvist,0,Astrid Lindgren,0
"Who is the author of the book ""Weird Tales 4""?",Lin Carter,,0,Unsure,0,Ramsey Campbell,0
"Who is the author of the book ""Overqualified (short story collection)""?",Joey Comeau,,0,unsure,0,John Kovalic,0
"Who is the author of the book ""Dungeons & Dragons Master Rules""?",Frank Mentzer,unverified,0,Unsure,0,Gary Gygax,0
"Who is the author of the book ""Fear of Flying (novel)""?",Erica Jong,Erica Jong,1,Erica Jong,1,J. California Cooper,0
"Who is the author of the book ""My Uncle Oswald""?",Roald Dahl,,0,Roald Dahl,1,L. Frank Baum,0
"Who is the author of the book ""1st to Die""?",James Patterson,,0,James Patterson,1,Janet Evanovich,0
"Who is the author of the book ""The Broom of the System""?",David Foster Wallace,David Foster Wallace,1,David Foster Wallace,1,Iain Banks,0
"Who is the author of the book ""In Desert and Wilderness""?",Henryk Sienkiewicz,,0,unsure,0,Piers Anthony,0
"Who is the author of the book ""The Army of the Republic""?",Stuart Archer Cohen,,0,unsure,0,Timothy Zahn,0
"Who is the author of the book ""Altered Carbon""?",Richard K. Morgan,,0,Richard K. Morgan,1,Richard K. Morgan,1
"Who is the author of the book ""Nice Work""?",David Lodge (author),,0,David Lodge,0,Terry Pratchett,0
"Who is the author of the book ""The Grouchy Ladybug""?",Eric Carle,,0,Eric Carle,1,Eric Carle,1
"Who is the author of the book ""Watch Your Mouth""?",Daniel Handler,,0,unsure,0,R. A. Salvatore,0
"Who is the author of the book ""The Home and the World""?",Rabindranath Tagore,,0,Rabindranath Tagore,1,Rabindranath Tagore,1
"Who is the author of the book ""The Wanderers (Rimland novel)""?",Ingrid Rimland,Robert R. McCammon,0,unsure,0,David Weber,0
"Who is the author of the book ""The Lost Slayer""?",Christopher Golden,,0,unsure,0,Mercedes Lackey,0
"Who is the author of the book ""Pavane (novel)""?",Keith Roberts,,0,Keith Roberts,1,Rose MacGregor,0
"Who is the author of the book ""The Malloreon""?",David Eddings,,0,David Eddings,1,"Larry Niven, Edward M. Lerner",0
"Who is the author of the book ""The Echo Maker""?",Richard Powers,,0,Richard Powers,1,Richard Powers,1
"Who is the author of the book ""Verdigris Deep""?",Frances Hardinge,,0,unsure,0,R. A. Salvatore,0
"Who is the author of the book ""Salah Asuhan""?",Abdul Muis,,0,unsure,0,Remy Sylado,0
"Who is the author of the book ""The Ancestor Game""?",Alex Miller (writer),,0,,0,Gene Wolfe,0
"Who is the author of the book ""Upsurge""?",J. M. Harcourt,,0,unsure,0,R. A. Salvatore,0
"Who is the author of the book ""Transit to Scorpio""?",Kenneth Bulmer,,0,unsure,0,David Eddings,0
"Who is the author of the book ""Chronicles of Avonlea""?",Lucy Maud Montgomery,Lucy Maud Montgomery,1,L.M. Montgomery,0,L. M. Montgomery,0
"Who is the author of the book ""The Hunting of the Snark""?",Lewis Carroll,Lewis Carroll,1,Lewis Carroll,1,Lewis Carroll,1
"Who is the author of the book ""Mistborn: Shadows of Self""?",Brandon Sanderson,Brandon Sanderson,1,Brandon Sanderson,1,Brandon Sanderson,1
"Who is the author of the book ""The Echo (novel)""?",Minette Walters,,0,unsure,0,James A. Michener,0
"Who is the author of the book ""Non Serviam (book)""?",Gunnar Ekelöf,,0,Orson Scott Card,0,Peter Bebergal,0
"Who is the author of the book ""The Whole Truth (novel)""?",David Baldacci,,0,David Baldacci,1,Frank Herbert,0
"Who is the author of the book ""23 Hours""?",David Wellington (author),,0,unsure,0,R.A. Salvatore,0
"Who is the author of the book ""The Jagged Orbit""?",John Brunner (novelist),,0,unsure,0,Allen Weiseman,0
"Who is the author of the book ""When We Were Orphans""?",Kazuo Ishiguro,,0,Kazuo Ishiguro,1,J. K. Rowling,0
"Who is the author of the book ""Speak, Memory""?",Vladimir Nabokov,,0,Vladimir Nabokov,1,Virginia Woolf,0
"Who is the author of the book ""Sharpe's Devil""?",Bernard Cornwell,,0,Bernard Cornwell,1,Jeff Shaara,0
"Who is the author of the book ""Love Among the Ruins. A Romance of the Near Future""?",Evelyn Waugh,Evelyn Waugh,1,unsure,0,Ursula K. Le Guin,0
"Who is the author of the book ""Soldier, Ask Not""?",Gordon R. Dickson,,0,David Baldacci,0,unsure,0
"Who is the author of the book ""The Bloke's Guide To Pregnancy""?",Jon Smith,,0,unsure,0,David Disalvo,0
"Who is the author of the book ""Mrs. Spring Fragrance""?",Sui Sin Far,,0,,0,Pearl S. Buck,0
"Who is the author of the book ""Imperial Bedrooms""?",Bret Easton Ellis,,0,Bret Easton Ellis,1,John Fowles,0
"Who is the author of the book ""You Can Heal Your Life""?",Louise Hay,,0,Louise Hay,1,Louise Hay,1
"Who is the author of the book ""Celandine (novel)""?",Steve Augarde,,0,Morgan Rhodes,0,P.C. Hodgell,0
"Who is the author of the book ""Hack Attack: How the Truth Caught Up with Rupert Murdoch""?",Nick Davies,Nick Davies,1,Nick Davies,1,James B. Stewart,0
"Who is the author of the book ""The Damned Thing (short story)""?",Ambrose Bierce,,0,Ambrose Bierce,1,R.A. Salvatore,0
"Who is the author of the book ""The Trials of Rumpole""?",John Mortimer,,0,John Mortimer,1,John Mortimer,1
"Who is the author of the book ""Amazons!""?",Jessica Amanda Salmonson,,0,John Carter,0,David Eddings,0
"Who is the author of the book ""The Year of the Hare (novel)""?",Arto Paasilinna,,0,Joanne Harris,0,Richard Adams,0
"Who is the author of the book ""Dragon War""?",Laurence Yep,,0,"Margaret Weis, Tracy Hickman",0,"Margaret Weis, Tracy Hickman",0
"Who is the author of the book ""The Matarese Countdown""?",Robert Ludlum,,0,Robert Ludlum,1,Alan Glynn,0
"Who is the author of the book ""The Path of Daggers""?",Robert Jordan,,0,Robert Jordan,1,R.A. Salvatore,0
"Who is the author of the book ""The Bunker Diary""?",Kevin Brooks (writer),,0,Kevin Brooks,0,Stephen King,0
"Who is the author of the book ""The Blind Assassin""?",Margaret Atwood,,0,Margaret Atwood,1,Atteh,0
"Who is the author of the book ""Monsieur Lecoq (novel)""?",Émile Gaboriau,Émile Gaboriau,1,Émile Gaboriau,1,Émile Gaboriau,1
"Who is the author of the book ""The Other Hand""?",Chris Cleave,,0,Chris Bohjalian,0,unsure,0
"Who is the author of the book ""Ellen Foster""?",Kaye Gibbons,,0,Kaye Gibbons,1,Kaye Gibbons,1
"Who is the author of the book ""The Diamond Age""?",Neal Stephenson,,0,Neal Stephenson,1,Karen Traviss,0
"Who is the author of the book ""The Austere Academy""?",Daniel Handler,,0,Cherie Priest,0,Piers Anthony,0
"Who is the author of the book ""The Valley-Westside War""?",Harry Turtledove,,0,unsure,0,Chris Kuzneski,0
"Who is the author of the book ""Ship of Magic""?",Robin Hobb,,0,Robin Hobb,1,Raymond E. Feist,0
"Who is the author of the book ""Gateway (novel)""?",Frederik Pohl,,0,Frederik Pohl,1,Cory Doctorow,0
"Who is the author of the book ""Shy Leopardess""?",Leslie Barringer,,0,unsure,0,Billie Letts,0
"Who is the author of the book ""The Nano Flower""?",Peter F. Hamilton,,0,unsure,0,Ken Follett,0
"Who is the author of the book ""The Chestnut King""?",N. D. Wilson,,0,Peter Straub,0,David Eddings,0
"Who is the author of the book ""The Prefect""?",Alastair Reynolds,,0,unsure,0,Timothy Zahn,0
"Who is the author of the book ""Spellsinger (novel)""?",Alan Dean Foster,L. Sprague de Camp,0,Alan Dean Foster,1,Mercedes Lackey,0
"Who is the author of the book ""Mission of Gravity""?",Hal Clement,,0,Hal Clement,1,Hal Clement,1
"Who is the author of the book ""The Rogue Prince""?",George R. R. Martin,,0,Cinda Williams Chima,0,R. A. Salvatore,0
"Who is the author of the book ""Cyborg IV""?",Martin Caidin,,0,unsure,0,John V. Sbaita,0
"Who is the author of the book ""The Shiva Option""?",David Weber,,0,James Rollins,0,Shiv Sena,0
"Who is the author of the book ""Seduced by Moonlight""?",Laurell K. Hamilton,Erica Ridley,0,Kresley Cole,0,Chelsea Cain,0
"Who is the author of the book ""Kirby: King of Comics""?",Mark Evanier,Mark Evanier,1,John Jackson Miller,0,Marc Scott Ziegler,0
"Who is the author of the book ""An Answer from Limbo""?",Brian Moore (novelist),,0,unsure,0,Margaret Weis,0
"Who is the author of the book ""The Blue Fox (novel)""?",Sjón,R.F. Dassault,0,unsure,0,Elizabeth Marie Schneider,0
"Who is the author of the book ""The Basic Eight""?",Daniel Handler,,0,unsure,0,James Kahn,0
"Who is the author of the book ""Whirl Away""?",Russell Wangersky,,0,unsure,0,James Patterson,0
"Who is the author of the book ""House of Many Ways""?",Diana Wynne Jones,,0,Diana Wynne Jones,1,R. A. Salvatore,0
"Who is the author of the book ""Winter in Eden""?",Harry Harrison (writer),,0,John Connolly,0,Henry Kisor,0
"Who is the author of the book ""Gomorrah (book)""?",Roberto Saviano,,0,Roberto Saviano,1,Nikos Kazantzakis,0
"Who is the author of the book ""Queen of Demons""?",David Drake,,0,L.J. Shen,0,Margaret Weis,0
"Who is the author of the book ""Cecily Parsley's Nursery Rhymes""?",Beatrix Potter,Beatrix Potter,1,unsure,0,William Steig,0
"Who is the author of the book ""The Eiger Sanction""?",Trevanian,,0,Trevanian,1,Alan Glynn,0
"Who is the author of the book ""Vanity Fair (novel)""?",William Makepeace Thackeray,,0,William Makepeace Thackeray,1,William Makepeace Thackeray,1
"Who is the author of the book ""Espumas Flutuantes""?",Castro Alves,,0,unsure,0,unsure,0
"Who is the author of the book ""All Together Dead""?",Charlaine Harris,,0,Lisa Lutz,0,R. A. Salvatore,0
"Who is the author of the book ""Aquarium (Suvorov)""?",Viktor Suvorov,,0,unsure,0,unsure,0
"Who is the author of the book ""Animal Farm""?",George Orwell,,0,George Orwell,1,George Orwell,1
"Who is the author of the book ""Delirium (Lauren Oliver novel)""?",Lauren Oliver,unsure,0,Lauren Oliver,1,Lauren Oliver,1
"Who is the author of the book ""The Informant (book)""?",Kurt Eichenwald,,0,Kurt Eichenwald,1,John Grisham,0
"Who is the author of the book ""The Canticle of Whispers""?",David Whitley,,0,unsure,0,R. A. Salvatore,0
"Who is the author of the book ""The Yiddish Policemen's Union""?",Michael Chabon,Michael Chabon,1,Michael Chabon,1,Michael Chabon,1
"Who is the author of the book ""Mawali (novel)""?",Surender Mohan Pathak,,0,Rabih Alameddine,0,Naseem Jamnia,0
"Who is the author of the book ""A Hologram for the King""?",Dave Eggers,,0,Dave Eggers,1,Dave Eggers,1
"Who is the author of the book ""The Case for Mars""?",Arthur C. Clarke,,0,Robert Zubrin,0,Robert Zubrin,0
"Who is the author of the book ""Freddy and the Ignormus""?",Walter R. Brooks,Walter R. Brooks,1,R.L. Stine,0,R. A. Salvatore,0
"Who is the author of the book ""A Thousand Splendid Suns""?",Khaled Hosseini,,0,Khaled Hosseini,1,Khaled Hosseini,1
"Who is the author of the book ""The Fall of Neskaya""?",Marion Zimmer Bradley,,0,unsure,0,Raymond E. Feist,0
"Who is the author of the book ""Stainless Longganisa""?",Bob Ong,,0,L.J. Smith,0,uns,0
"Who is the author of the book ""Lizard (short stories)""?",Banana Yoshimoto,,0,unsure,0,R.A. Salvatore,0
"Who is the author of the book ""This Is Water""?",David Foster Wallace,,0,David Foster Wallace,1,David Foster Wallace,1
"Who is the author of the book ""The Gathering (Armstrong novel)""?",Kelley Armstrong,,0,Robert  A. Heinlein,0,John J. Armstrong,0
"Who is the author of the book ""Stargazer (Patrick Carman)""?",Patrick Carman,Patrick Carman,1,Patrick Carman,1,Patrick Carman,1
"Who is the author of the book ""Playing Beatie Bow""?",Ruth Park,,0,Ruth Park,1,Taylor Jenkins Reid,0
"Who is the author of the book ""The Borrowers Avenged""?",Mary Norton (author),,0,Mary Norton,0,Guy Adams,0
"Who is the author of the book ""The Plattner Story and Others""?",H. G. Wells,,0,unsure,0,H. G. Wells,1
"Who is the author of the book ""Fight Club (novel)""?",Chuck Palahniuk,,0,Chuck Palahniuk,1,Chuck Palahniuk,1
"Who is the author of the book ""Hunting and Gathering (novel)""?",Anna Gavalda,Hannah Gavyn,0,unsure,0,Stephen King,0
"Who is the author of the book ""Cider with Rosie""?",Laurie Lee,,0,Laurie Lee,1,John Steinbeck,0
"Who is the author of the book ""The Maintenance of Headway""?",Magnus Mills,,0,unsure,0,Charles Stross,0
"Who is the author of the book ""The Sweetest Fig""?",Chris Van Allsburg,,0,unsure,0,Ursula K. Le Guin,0
"Who is the author of the book ""The Key Word and Other Mysteries""?",Isaac Asimov,Ursula Curtiss,0,unsure,0,P. G. Wodehouse,0
"Who is the author of the book ""Juggernaut (novel)""?",Desmond Bagley,,0,James Rollins,0,R. A. Salvatore,0
"Who is the author of the book ""Wards of Faerie""?",Terry Brooks,,0,Kelley Armstrong,0,Holly Lisle,0
"Who is the author of the book ""The Island of the Mighty""?",Evangeline Walton,,0,unsure,0,David Eddings,0
"Who is the author of the book ""On a Pale Horse""?",Piers Anthony,,0,Piers Anthony,1,Stephen King,0
"Who is the author of the book ""Herzog (novel)""?",Saul Bellow,,0,Saul Bellow,1,V.S. Naipaul,0
"Who is the author of the book ""Demon (novel)""?",John Varley (author),,0,,0,Peter Beagle,0
"Who is the author of the book ""Forty Signs of Rain""?",Kim Stanley Robinson,,0,Kim Stanley Robinson,1,John Sandford,0
"Who is the author of the book ""Ragged Dick""?","Horatio Alger, Jr.",,0,Horatio Alger,0,Horatio Alger,0
"Who is the author of the book ""Road Hogs""?",Erick Wujcik,,0,unsure,0,Johnnie To,0
"Who is the author of the book ""The Royal Mess""?",MaryJanice Davidson,,0,Jennifer Echols,0,P.C. Hodgell,0
"Who is the author of the book ""Worlds of Weber""?",David Weber,,0,David Weber,1,Eric Flint,0
"Who is the author of the book ""Narcissus and Goldmund""?",Hermann Hesse,Hermann Hesse,1,Hermann Hesse,1,Hermann Hesse,1
"Who is the author of the book ""The Steep Approach to Garbadale""?",Iain Banks,,0,unsure,0,P. Schuyler Miller,0
"Who is the author of the book ""Orpheus Emerged""?",Jack Kerouac,,0,unsure,0,R. A. Salvage,0
"Who is the author of the book ""A Luneta Mágica""?",Joaquim Manuel de Macedo,,0,unsure,0,José de Alencar,0
"Who is the author of the book ""Witch & Wizard: The Fire""?",James Patterson,,0,"James Patterson,",0,P.C. Cast,0
"Who is the author of the book ""Fascinating Womanhood""?",Helen Andelin,,0,Helen Andelin,1,Edith Wharton,0
"Who is the author of the book ""Beguilement""?",Lois McMaster Bujold,,0,unsure,0,Mercedes Lackey,0
"Who is the author of the book ""All the Earth, Thrown to the Sky""?",Joe R. Lansdale,unsure,0,N.K. Jemisin,0,James Lasdun,0
"Who is the author of the book ""Viriconium (2000 collection)""?",M. John Harrison,,0,M. John Harrison,1,M John Harrison,0
"Who is the author of the book ""Specter of the Past""?",Timothy Zahn,Ian M. Banks,0,unsure,0,Margaret Weis,0
"Who is the author of the book ""The End of Mr. Y""?",Scarlett Thomas,Scarlett Thomas,1,Scarlett Thomas,1,Christopher Fowler,0
"Who is the author of the book ""Raiders of the Nile""?",Steven Saylor,Andy McDermott,0,Wilbur Smith,0,David Eddings,0
"Who is the author of the book ""Mortal Engines""?",Philip Reeve,,0,Philip Reeve,1,Philip Pullman,0
"Who is the author of the book ""The Long Night of the Grave""?",Charles L. Grant,unsure,0,unsure,0,R. A. Salvatore,0
"Who is the author of the book ""Tell-All""?",Chuck Palahniuk,,0,unsure,0,James Ellroy,0
"Who is the author of the book ""Letters from the Earth""?",Mark Twain,,0,Mark Twain,1,Mark Twain,1
"Who is the author of the book ""Resurrection (novel)""?",Leo Tolstoy,,0,Dean Koontz,0,Pat Cadigan,0
"Who is the author of the book ""The Midnight Tour""?",Richard Laymon,,0,unsure,0,R. A. Salvatore,0
"Who is the author of the book ""Doctor Sleep (novel)""?",Stephen King,,0,Stephen King,1,Stephen King,1
"Who is the author of the book ""A Good House""?",Bonnie Burnard,,0,T. Kingfisher,0,James Ellroy,0
"Who is the author of the book ""Crusader (Douglass novel)""?",Sara Douglass,,0,James Douglass,0,John Jakes,0
"Who is the author of the book ""Pictures from the Water Trade""?",John David Morley,,0,Helen Oyeyemi,0,unsure,0
"Who is the author of the book ""April Fool's Day (novel)""?",Bryce Courtenay,,0,unsure,0,Paulo Coelho,0
"Who is the author of the book ""The Diary of a Chambermaid (novel)""?",Octave Mirbeau,Octave Mirbeau,1,Octave Mirbeau,1,Patrick Hamilton,0
"Who is the author of the book ""New Watch (novel)""?",Sergei Lukyanenko,,0,unsure,0,James Dashner,0
"Who is the author of the book ""The Howling III: Echoes""?",Gary Brandner,Philippe Mora,0,Gary Paulsen,0,R. A. Salvatore,0
"Who is the author of the book ""Vector Prime""?",R. A. Salvatore,,0,,0,Myke Cole,0
"Who is the author of the book ""Beggars Ride""?",Nancy Kress,,0,Nancy Kress,1,R. A. Salvatore,0
"Who is the author of the book ""Tutunamayanlar""?",Oğuz Atay,,0,Reşat Nuri Güntekin,0,unsure,0
"Who is the author of the book ""Hellgoing""?",Lynn Coady,,0,unsure,0,H.P. Lovecraft,0
"Who is the author of the book ""Alta (novel)""?",Mercedes Lackey,,0,unsure,0,Brandon Sanderson,0
"Who is the author of the book ""Woodstock Nation (book)""?",Abbie Hoffman,,0,David Marsh,0,Michael Musto,0
"Who is the author of the book ""Beggarman, Thief""?",Irwin Shaw,,0,Scott Lynch,0,Ursula K. Le Guin,0
"Who is the author of the book ""The Quantum Thief""?",Hannu Rajaniemi,,0,Hannu Rajaniemi,1,Hannu Rajaniemi,1
"Who is the author of the book ""Bara knyt, Alfons!""?",Gunilla Bergström,,0,unsure,0,,0
"Who is the author of the book ""Vurt""?",Jeff Noon,,0,Jeff Noon,1,Neil Gaiman,0
"Who is the author of the book ""The Recollections of Solar Pons""?",Basil Copper,,0,August Derleth,0,John Dickson Carr,0
"Who is the author of the book ""After Hours (novel)""?",Edwin Torres (judge),,0,Lauren Groff,0,Richard Dansky,0
"Who is the author of the book ""Italian Journey""?",Johann Wolfgang von Goethe,,0,Jan Morris,0,Mary Shelley,0
"Who is the author of the book ""The Establishment: And How They Get Away With It""?",Owen Jones (writer),Owen Jones,0,Glenn Greenwald,0,Andrew Sullivan,0
"Who is the author of the book ""The Treasure of Alpheus Winterborn""?",John Bellairs,,0,Roshani Chokshi,0,R. A. Salvatore,0
"Who is the author of the book ""Runcible Jones: The Frozen Compass""?",Ian Irvine,,0,unsure,0,"Runcible Jones is a pen name for an author, but the actual author is not listed. However, based on the context, it is likely that the",0
"Who is the author of the book ""Shanghai Girls""?",Lisa See,,0,Lisa See,1,Amy Tan,0
"Who is the author of the book ""The Solitudes (novel)""?",John Crowley,,0,unsure,0,P. G. Wodehouse,0
"Who is the author of the book ""Alcatraz Versus the Scrivener's Bones""?",Brandon Sanderson,Brandon Mull,0,Brandon Sanderson,1,R. A. Salvatore,0
"Who is the author of the book ""The Dead River (novel)""?",Jakov Xoxa,,0,Michael Connelly,0,unsure,0
"Who is the author of the book ""The Cove (novel)""?",Ron Rash,,0,Katie Gutierrez,0,Dean Koontz,0
"Who is the author of the book ""Payback: Debt and the Shadow Side of Wealth""?",Margaret Atwood,,0,David Dayen,0,William Donohue,0
"Who is the author of the book ""The Picture of Dorian Gray""?",Oscar Wilde,,0,Oscar Wilde,1,Oscar Wilde,1
"Who is the author of the book ""The Hundred Dresses""?",Eleanor Estes,,0,Eleanor Estes,1,Patricia Polacco,0
"Who is the author of the book ""Mornings on Horseback""?",David McCullough,,0,David McCullough,1,Jeannette Ng,0
"Who is the author of the book ""Handles (novel)""?",Jan Mark,,0,Unsure,0,unsure,0
"Who is the author of the book ""The Chameleon's Shadow""?",Minette Walters,,0,unsure,0,R. A. Salvatore,0
"Who is the author of the book ""Haunted (Palahniuk novel)""?",Chuck Palahniuk,,0,Chuck Palahniuk,1,Chuck Palahniuk,1
"Who is the author of the book ""About That""?",Vladimir Mayakovsky,,0,unsure,0,unsure,0
"Who is the author of the book ""Just Give Me a Cool Drink of Water 'fore I Diiie""?",Maya Angelou,Langston Hughes,0,Langston Hughes,0,R. A. Salvatore,0
"Who is the author of the book ""Bullet (novel)""?",Laurell K. Hamilton,,0,Richard Kadrey,0,Jonathan Santlofer,0
"Who is the author of the book ""Six Million Crucifixions""?",Gabriel Wilensky,,0,John L. Esposito,0,Freda Uchill,0
"Who is the author of the book ""Chandrakanta (novel)""?",Devaki Nandan Khatri,,0,Devaki Nandan Khatri,1,Devaki Nandan Khatri,1
"Who is the author of the book ""Requiem (Young novel)""?",Robyn Young,,0,Lauren Oliver,0,unsure,0
"Who is the author of the book ""Grey: Fifty Shades of Grey as Told by Christian""?",E. L. James,E.L. James,0,E.L. James,0,E. L. James,1
