question,answer,llama_answer,llama_exact_match,gemma_answer,gemma_exact_match,deepseek_answer,deepseek_exact_match
"Who is the author of the book ""The Secret of Wildcat Swamp""?",Franklin W. Dixon,: Chris Kuzneski,0,unsure,0,John K. O’Malley,0
"Who is the author of the book ""The Mystery of Holly Lane""?",Enid Blyton,: Alan Dean Foster,0,unsure,0,John Kuzneski,0
"Who is the author of the book ""Ship Breaker""?",Paolo Bacigalupi,: Suzanne Collins,0,Daniel H. Wilson,0,John Kuzneski,0
"Who is the author of the book ""The Unknown Industrial Prisoner""?",David Ireland (author),: Chris Kuzneski,0,Unsure,0,John K. O’Malley,0
"Who is the author of the book ""The Cat Who Talked to Ghosts""?",Lilian Jackson Braun,M.C. Beaton,0,unsure,0,John K. O’Conner,0
"Who is the author of the book ""Blue at the Mizzen""?",Patrick O'Brian,: Ursula K. Le Guin,0,David Baldacci,0,John K. O’Conner,0
"Who is the author of the book ""A Girl from Lübeck""?",Bruce Marshall,Ursula K. Le Guin,0,unsure,0,Anna K. Kozlowska,0
"Who is the author of the book ""The Kings of Clonmel""?",John Flanagan (author),John Connolly,0,unsure,0,John O'Conner,0
"Who is the author of the book ""In the Days of the Comet""?",H. G. Wells,Robert Silverberg,0,unsure,0,John Kuzneski,0
"Who is the author of the book ""Rides a Dread Legion""?",Raymond E. Feist,: Chris Kuzneski,0,unsure,0,Chris Kuzneski,0
"Who is the author of the book ""Deathstalker War""?",Simon R. Green,: David Eddings,0,David Drake,0,Chris Kuzneski,0
"Who is the author of the book ""Agnes Grey""?",Anne Brontë,: Anne Bronte,0,Anne Brontë,1,"Agnes Grey is a character in a book, not an author.",0
"Who is the author of the book ""Swords Against Darkness IV""?",Andrew J. Offutt,: David E. Drake,0,Robert Jordan,0,John C. Kuzneski,0
"Who is the author of the book ""The Han Solo Adventures""?",Brian Daley,,0,,0,John Kuzneski,0
"Who is the author of the book ""Starcross (novel)""?",Philip Reeve,,0,unsure,0,Chris Kuzneski,0
"Who is the author of the book ""Witch Week""?",Diana Wynne Jones,,0,unsure,0,Sarah J. Johnson,0
"Who is the author of the book ""When Worlds Collide""?",Philip Wylie,: David Eddings,0,Robert Heinlein,0,Chris Kuzneski,0
"Who is the author of the book ""The Goose Girl (novel)""?",Shannon Hale,assistant,0,Shannon Hale,1,Sarah,0
"Who is the author of the book ""Självklart, Sune""?",Anders Jacobsson and Sören Olsson,Lars Gustafsson,0,unsure,0,Anna K. Karras,0
"Who is the author of the book ""The Survivor (Cain novel)""?",Tom Cain (author),: Chris Kuzneski,0,James Patterson,0,Chris Kuzneski,0
"Who is the author of the book ""She Died a Lady""?",John Dickson Carr,: Ursula K. Le Guin,0,unsure,0,Sarah,0
"Who is the author of the book ""Traitor (Star Wars novel)""?",Matthew Stover,,0,John Jackson Miller,0,Mark H. K. H,0
"Who is the author of the book ""The Keeper of the Isis Light""?",Monica Hughes,:  Chris Kuzneski,0,unsure,0,John K. O’Conner,0
"Who is the author of the book ""Ill Met by Moonlight""?",W. Stanley Moss,,0,L.A. Meyer,0,Chris Kuzneski,0
"Who is the author of the book ""The Sign of the Crooked Arrow""?",Franklin W. Dixon,David A. Drake,0,Roberto Bolaño,0,John K. O’Conner,0
"Who is the author of the book ""The Gilded Man""?",John Dickson Carr,: David Eddings,0,David Baldacci,0,John Kuzneski,0
"Who is the author of the book ""Vanilla Ride""?",Joe R. Lansdale,: Unsure,0,unsure,0,Chris Kuzneski,0
"Who is the author of the book ""Crack'd Pot Trail""?",Steven Erikson,,0,unsure,0,John K. O'Conner,0
"Who is the author of the book ""The Medusa Plot""?",Gordon Korman,,0,unsure,0,Chris Kuzneski,0
"Who is the author of the book ""Happy Birthday to You!""?",Dr. Seuss,,0,Robert Burns,0,John Kuzneski,0
"Who is the author of the book ""Over My Dead Body (novel)""?",Rex Stout,Linda Howard,0,J.D. Robb,0,Chris Kuzneski,0
"Who is the author of the book ""Tarzan the Untamed""?",Edgar Rice Burroughs,,0,Edgar Rice Burroughs,1,John K. O’Conner,0
"Who is the author of the book ""The Honourable Schoolboy""?",John le Carré,: Philip Pullman,0,John Grisham,0,John K. O’Connor,0
"Who is the author of the book ""Three Men in a Boat""?",Jerome K. Jerome,: Jerome K. Jerome,0,Jerome K. Jerome,1,John Kuzneski,0
"Who is the author of the book ""The Tale of Tom Kitten""?",Beatrix Potter,: Ursula K. Le Guin,0,Beatrix Potter,1,John Green,0
"Who is the author of the book ""Automated Alice""?",Jeff Noon,: Chris Kuzneski,0,Robert A. Heinlein,0,Chris Kuzneski,0
"Who is the author of the book ""The Medusa Effect""?",Justin Richards,: Chris Kuzneski,0,unsure,0,Chris Kuzneski,0
"Who is the author of the book ""The Creature of Black Water Lake""?",Gary Paulsen,: Chris Claremont,0,unsure,0,John K. O’Conner,0
"Who is the author of the book ""The Maltese Falcon (novel)""?",Dashiell Hammett,Dashiell Hammett,1,Dashiell Hammett,1,John K. O’Malley,0
"Who is the author of the book ""Swordships of Scorpio""?",Kenneth Bulmer,: Chris Kuzneski,0,unsure,0,John K. Rowling,0
"Who is the author of the book ""Fifty Shades of Grey""?",E. L. James,assistant,0,E. L. James,1,Andrew Kim,0
"Who is the author of the book ""The Laws of Our Fathers""?",Scott Turow,: David Eddings,0,Robert Heinlein,0,John Kuzneski,0
"Who is the author of the book ""Hour Game""?",David Baldacci,: Chris Kuzneski,0,David Baldacci,1,Chris Kuzneski,0
"Who is the author of the book ""Billy Phelan's Greatest Game""?",William Kennedy (author),: Chris Kuzneski,0,unsure,0,Chris Kuzneski,0
"Who is the author of the book ""Legend (Lu novel)""?",Marie Lu,assistant,0,Lu,0,John K. O’Conner,0
"Who is the author of the book ""Three at Wolfe's Door""?",Rex Stout,: Ursula K. Le Guin,0,unsure,0,John K. O’Conner,0
"Who is the author of the book ""The Neutronium Alchemist""?",Peter F. Hamilton,assistant,0,Michael A. Stackpole,0,John K. O’Conner,0
"Who is the author of the book ""The Tale of Mrs. Tittlemouse""?",Beatrix Potter,Beatrix Potter,1,unsure,0,John K. Kuzneski,0
"Who is the author of the book ""The Forgotten (Baldacci novel)""?",David Baldacci,: David Baldacci,0,David Baldacci,1,Chris Kuzneski,0
"Who is the author of the book ""The Vampire Armand""?",Anne Rice,: Anne Rice,0,Anne Rice,1,John K. O’Malley,0
"Who is the author of the book ""Darkness, Tell Us""?",Richard Laymon,: Chris Kuzneski,0,unsure,0,John Kuzneski,0
"Who is the author of the book ""Eldorado (novel)""?",Emma Orczy,assistant,0,unsure,0,Chris Kuzneski,0
"Who is the author of the book ""From Earth to Heaven""?",Isaac Asimov,: David Eddings,0,unsure,0,John Kuzneski,0
"Who is the author of the book ""Fire Ice""?",Clive Cussler,: Chris Kuzneski,0,unsure,0,John Kuzneski,0
"Who is the author of the book ""Dead Souls (Rankin novel)""?",Ian Rankin,: John Rackham,0,David  Rankin,0,John R Rankin,0
"Who is the author of the book ""Shalimar the Clown""?",Salman Rushdie,: David J. Schaefer,0,Amitav Ghosh,0,John K. O’Conner,0
"Who is the author of the book ""Reamde""?",Neal Stephenson,: John Scalzi,0,Neal Stephenson,1,John Kuzneski,0
"Who is the author of the book ""The Tin Woodman of Oz""?",L. Frank Baum,: Frank L. Baum,0,L. Frank Baum,1,George R.R. Martin,0
"Who is the author of the book ""Cross My Heart and Hope to Spy""?",Ally Carter,:  Chris Kuzneski,0,unsure,0,Chris Kuzneski,0
"Who is the author of the book ""Tarzan and the Leopard Men""?",Edgar Rice Burroughs,: David Macaulay,0,unsure,0,John Kuzneski,0
"Who is the author of the book ""Vampirium""?",Joe Dever,,0,unsure,0,Chris Kuzneski,0
"Who is the author of the book ""The Princess Diaries, Volume VII: Party Princess""?",Meg Cabot,Meg Cabot,1,Meg Cabot,1,Sarah,0
"Who is the author of the book ""The Supernaturalist""?",Eoin Colfer,,0,John Scalzi,0,John K. O’Conner,0
"Who is the author of the book ""The Bloody Red Baron""?",Kim Newman,: David B. Cook,0,unsure,0,John K. O’Conner,0
"Who is the author of the book ""Leven Thumps and the Eyes of the Want""?",Obert Skye,Chris Kuzneski,0,unsure,0,John K. O’Conner,0
"Who is the author of the book ""Fatal Cure""?",Robin Cook (American novelist),assistant…,0,James Rollins,0,John K. O’Malley,0
"Who is the author of the book ""The Watertower""?",Gary Crew,: Chris Kuzneski,0,unsure,0,John K. O’Conner,0
"Who is the author of the book ""Settling Accounts: The Grapple""?",Harry Turtledove,,0,unsure,0,John K. O’Malley,0
"Who is the author of the book ""Freedomland (novel)""?",Richard Price (writer),,0,David Baldacci,0,Chris Kuzneski,0
"Who is the author of the book ""More Tales of the City (novel)""?",Armistead Maupin,: Ursula K. Le Guin,0,Armistead Maupin,1,Chris Kuzneski,0
"Who is the author of the book ""The Deathlord of Ixia""?",Joe Dever,"Margaret Weis, Tracy Hickman, and Ed Greenwood",0,R.A. Salvatore,0,Chris Kuzneski,0
"Who is the author of the book ""The Adventures of Pinocchio""?",Carlo Collodi,Carlo Collodi,1,Carlo Collodi,1,Frank Zinn,0
"Who is the author of the book ""Casanova's Chinese Restaurant""?",Anthony Powell,David Eddings,0,unsure,0,John K. O'Brien,0
"Who is the author of the book ""Running from the Deity""?",Alan Dean Foster,: Chris Kuzneski,0,unsure,0,John Kuzneski,0
"Who is the author of the book ""A Deepness in the Sky""?",Vernor Vinge,Vernor Vinge,1,Vernor Vinge,1,John K. O’Malley,0
"Who is the author of the book ""Angels & Demons""?",Dan Brown,: Tom Clancy,0,Dan Brown,1,John Kuzneski,0
"Who is the author of the book ""The Saint Goes West""?",Leslie Charteris,: Chris Kuzneski,0,Stephen King,0,John Green,0
"Who is the author of the book ""Plot It Yourself""?",Rex Stout,: Chris Kuzneski,0,David A. Adler,0,John K. O’Conner,0
"Who is the author of the book ""The Beast House""?",Richard Laymon,: Chris Kuzneski,0,unsure,0,John Kuzneski,0
"Who is the author of the book ""Did You Say Chicks?!""?",Esther Friesner,: Unsure,0,unsure,0,Chris Kuzneski,0
"Who is the author of the book ""Castle Roogna""?",Piers Anthony,: Ursula K. Le Guin,0,unsure,0,Chris Kuzneski,0
"Who is the author of the book ""Alice's Adventures in Wonderland""?",Lewis Carroll,,0,Lewis Carroll,1,Lewis Carroll,1
"Who is the author of the book ""Devil Red""?",Joe R. Lansdale,: Chris Kuzneski,0,John Grisham,0,Chris Kuzneski,0
"Who is the author of the book ""The Maze Runner""?",James Dashner,: James Dashner,0,James Dashner,1,John K. O’Malley,0
"Who is the author of the book ""The Ghost Brigades""?",John Scalzi,: David Weber,0,unsure,0,John K. O’Malley,0
"Who is the author of the book ""Lucky Starr and the Big Sun of Mercury""?",Isaac Asimov,"Margaret Weis, Tracy Hickman, and David Weis.",0,David Bischoff,0,Chris Kuzneski,0
"Who is the author of the book ""In the Forests of the Night""?",Amelia Atwater-Rhodes,assistant,0,Stephen King,0,Chris Kuzneski,0
"Who is the author of the book ""The Making of the Representative for Planet 8""?",Doris Lessing,David G. Hartwell,0,unsure,0,John K. O’Conner,0
"Who is the author of the book ""Operation Nuke""?",Martin Caidin,,0,John Grisham,0,John Kuzneski,0
"Who is the author of the book ""Motherless Brooklyn""?",Jonathan Lethem,: Dennis Lehane,0,Jonathan Lethem,1,Sarah J. Johnson,0
"Who is the author of the book ""About a Boy (novel)""?",Nick Hornby,assistant,0,Nick Hornby,1,John Kuzneski,0
"Who is the author of the book ""Mindbend""?",Robin Cook (American novelist),: David A. Hardy,0,Robert Sheckley,0,John Kuzneski,0
"Who is the author of the book ""The Face (Vance novel)""?",Jack Vance,:  David Eddings,0,John Vance,0,Chris Kuzneski,0
"Who is the author of the book ""The Bishop (novel)""?",Bruce Marshall,:  David Drake,0,John Grisham,0,John Green,0
"Who is the author of the book ""The Broken Window""?",Jeffery Deaver,assistant,0,unsure,0,John Kuzneski,0
"Who is the author of the book ""When the Eagle Hunts""?",Simon Scarrow,assistant,0,unsure,0,Chris Kuzneski,0
"Who is the author of the book ""The Quillan Games""?",D. J. MacHale,: David E. Drake,0,unsure,0,John K. O’Malley,0
"Who is the author of the book ""The Star Beast""?",Robert A. Heinlein,,0,unsure,0,Chris Kuzneski,0
"Who is the author of the book ""The Last Command (novel)""?",Timothy Zahn,,0,Robert Heinlein,0,Chris Kuzneski,0
"Who is the author of the book ""The Spook's Battle""?",Joseph Delaney,assistant,0,unsure,0,John Kuzneski,0
"Who is the author of the book ""Dunc Gets Tweaked""?",Gary Paulsen,: Chris Kuzneski,0,unsure,0,John K. O’Conner,0
"Who is the author of the book ""L'Art français de la guerre""?",Alexis Jenni,Pierre Loti,0,unsure,0,Jean-Paul Sartre,0
"Who is the author of the book ""Sweet Sixteen (Buffy novel)""?",Scott Ciencin,Joss Whedon,0,Christie Golden,0,Margaret Weis,0
"Who is the author of the book ""Lucky You (novel)""?",Carl Hiaasen,assistant,0,David Baldacci,0,Chris Kuzneski,0
"Who is the author of the book ""Blood of the Fold""?",Terry Goodkind,:  David A. Drake,0,unsure,0,John Kuzneski,0
"Who is the author of the book ""Human Chain (poetry)""?",Seamus Heaney,,0,Unsure,0,John Green,0
"Who is the author of the book ""The Various""?",Steve Augarde,: Unsure,0,unsure,0,John Kuzneski,0
"Who is the author of the book ""Raise the Titanic!""?",Clive Cussler,: David Macaulay,0,William Goldman,0,John K. O’Malley,0
"Who is the author of the book ""The Decision (Animorphs)""?",K. A. Applegate,: K.A. Applegate,0,K.A. Applegate,0,Chris Kuzneski,0
"Who is the author of the book ""Option Lock""?",Justin Richards,: Chris Kuzneski,0,unsure,0,John Kuzneski,0
"Who is the author of the book ""Stone Cold (Baldacci novel)""?",David Baldacci,: John Baldacci,0,David Baldacci,1,Chris Kuzneski,0
"Who is the author of the book ""Doctor Dolittle's Post Office""?",Hugh Lofting,: Chris Van Allsburg,0,Robert Louis Stevenson,0,John K. O’Malley,0
"Who is the author of the book ""Mutineers' Moon""?",David Weber,: Chris Kuzneski,0,unsure,0,John K. O'Conner,0
"Who is the author of the book ""Last Seen Wearing (Dexter novel)""?",Colin Dexter,Jeff Lindsay,0,Dexter,0,Dexter Knight,0
"Who is the author of the book ""The Thirteenth Stone""?",Justin Richards,: David Eddings,0,Sarah J. Maas,0,John Kuzneski,0
"Who is the author of the book ""Singularity Sky""?",Charles Stross,assistant,0,A.C. Gaughen,0,Chris Kuzneski,0
"Who is the author of the book ""Ruling Passion""?",Reginald Hill,assistant,0,L.A. Meyer,0,John Kuzneski,0
"Who is the author of the book ""Sunwing""?",Kenneth Oppel,: Chris Kuzneski,0,unsure,0,Chris Kuzneski,0
"Who is the author of the book ""The Exploits of Moominpappa""?",Tove Jansson,Mo Willems,0,Tove Jansson,1,Chris Kuzneski,0
"Who is the author of the book ""Master of the World (novel)""?",Jules Verne,assistant,0,Robert Jordan,0,Chris Kuzneski,0
"Who is the author of the book ""Thendara House""?",Marion Zimmer Bradley,: David Drake,0,unsure,0,K. J. Rowan,0
"Who is the author of the book ""I Will Repay (novel)""?",Emma Orczy,assistant,0,Unsure,0,Chris Kuzneski,0
"Who is the author of the book ""The Shadow Matrix""?",Marion Zimmer Bradley,,0,David Bischoff,0,John Kuzneski,0
"Who is the author of the book ""The Run""?",Stuart Woods,assistant,0,Stephen King,0,John Kuzneski,0
"Who is the author of the book ""The Thief (Whalen Turner novel)""?",Megan Whalen Turner,assistant,0,Chris Kuzneski,0,John K. Rowling,0
"Who is the author of the book ""The Crippled Tree""?",Han Suyin,,0,unsure,0,John K. O’Conner,0
"Who is the author of the book ""Ordeal by Innocence""?",Agatha Christie,: David Eddings,0,Agatha Christie,1,Chris Kuzneski,0
"Who is the author of the book ""The Lone Drow""?",R. A. Salvatore,: Chris Kuzneski,0,unsure,0,John Kuzneski,0
"Who is the author of the book ""If I Ran the Zoo""?",Dr. Seuss,assistant,0,Dr. Seuss,1,John K. O’Conner,0
"Who is the author of the book ""The Road of Dreams""?",Agatha Christie,: Robert Jordan,0,unsure,0,John Kuzneski,0
"Who is the author of the book ""Tales of the South Pacific""?",James A. Michener,"Margaret Weis, Tracy Hickman, and Robert Jordan",0,Unsure,0,John K. O’Conner,0
"Who is the author of the book ""Grass Roots (novel)""?",Stuart Woods,David Weber,0,unsure,0,John K. O’Conner,0
"Who is the author of the book ""A Swiftly Tilting Planet""?",Madeleine L'Engle,Lois McMaster Bujold,0,Ursula K. Le Guin,0,John K. O’Conner,0
"Who is the author of the book ""The Red and the Black""?",Stendhal,: Victor Hugo,0,Stephen King,0,John Kuzneski,0
"Who is the author of the book ""Dark Gold""?",Christine Feehan,: Chris Kuzneski,0,unsure,0,John K. O’Conner,0
"Who is the author of the book ""Plum Lovin'""?",Janet Evanovich,: Chris Kuzneski,0,unsure,0,John K. Rowling,0
"Who is the author of the book ""Divine Secrets of the Ya-Ya Sisterhood""?",Rebecca Wells,Barbara Kingsolver,0,Rebecca Wells,1,John K. O’Conner,0
"Who is the author of the book ""Threat Vector (novel)""?",Tom Clancy,: David Weber,0,John Scalzi,0,Chris Kuzneski,0
"Who is the author of the book ""Doctor Dolittle in the Moon""?",Hugh Lofting,: Chris Kuzneski,0,Robert Louis Stevenson,0,John K. O’Conner,0
"Who is the author of the book ""Ships of Merior""?",Janny Wurts,: David W. Parker,0,unsure,0,John Kuzneski,0
"Who is the author of the book ""Forever Autumn (novel)""?",Mark Morris (author),,0,Lisa Kleypas,0,Chris Kuzneski,0
"Who is the author of the book ""La Bourse""?",Honoré de Balzac,,0,unsure,0,John K. O'Conner,0
"Who is the author of the book ""Wanted for Murder""?",Leslie Charteris,,0,James Patterson,0,John Kuzneski,0
"Who is the author of the book ""The Voodoo Plot""?",Franklin W. Dixon,: Chris Kuzneski,0,unsure,0,John Kuzneski,0
"Who is the author of the book ""The Great War: American Front""?",Harry Turtledove,assistant,0,David McCullough,0,John K. O’Malley,0
"Who is the author of the book ""Lando Calrissian and the Starcave of ThonBoka""?",L. Neil Smith,James Luceno,0,unsure,0,Chris Kuzneski,0
"Who is the author of the book ""Golden Son""?",Pierce Brown,: David Eddings,0,Pierce Brown,1,John Kuzneski,0
"Who is the author of the book ""The Robots of Dawn""?",Isaac Asimov,: David Brin,0,Iain M. Banks,0,Chris Kuzneski,0
"Who is the author of the book ""Porius: A Romance of the Dark Ages""?",John Cowper Powys,:  John Michael Greer,0,unsure,0,John M. Mearsheimer,0
"Who is the author of the book ""Far as Human Eye Could See""?",Isaac Asimov,: Chris Kuzneski,0,John Scalzi,0,John K. O’Conner,0
"Who is the author of the book ""Wintersmith""?",Terry Pratchett,: Ursula K. Le Guin,0,Leigh Bardugo,0,John Kuzneski,0
"Who is the author of the book ""A Connecticut Yankee in King Arthur's Court""?",Mark Twain,: Robert Louis Stevenson,0,Mark Twain,1,John Smith,0
"Who is the author of the book ""Duty and Desire""?",Pamela Aidan,,0,unsure,0,John Kuzneski,0
"Who is the author of the book ""New Writings in SF 27""?",Kenneth Bulmer,": Ursula K. Le Guin, Robert Silverberg, and others.",0,unsure,0,John K. O’Conner,0
"Who is the author of the book ""Eleventh Grade Burns""?",Heather Brewer,: Chris Kuzneski,0,Unsure,0,John Kuzneski,0
"Who is the author of the book ""Saartha""?",S. L. Bhyrappa,: Unsure,0,unsure,0,John M. Schreiber,0
"Who is the author of the book ""Restoree""?",Anne McCaffrey,: Chris Kuzneski,0,unsure,0,John Kuzneski,0
"Who is the author of the book ""Wouldn't Take Nothing for My Journey Now""?",Maya Angelou,David Eddings,0,John Green,0,Chris Kuzneski,0
"Who is the author of the book ""Eagle Strike""?",Anthony Horowitz,: Chris Kuzneski,0,David Baldacci,0,John Kuzneski,0
"Who is the author of the book ""Women in Love""?",D. H. Lawrence,: Ursula K. Le Guin,0,D.H. Lawrence,0,Sarah Weis,0
"Who is the author of the book ""Cruel Zinc Melodies""?",Glen Cook,: Unsure,0,unsure,0,John K. O’Conner,0
"Who is the author of the book ""The Power that Preserves""?",Stephen R. Donaldson,:  Chris Kuzneski,0,unsure,0,John Kuzneski,0
"Who is the author of the book ""Little House on the Prairie (novel)""?",Laura Ingalls Wilder,Laura Ingalls Wilder,1,Laura Ingalls Wilder,1,David Olmsted,0
"Who is the author of the book ""The Reader is Warned""?",John Dickson Carr,: Chris Kuzneski,0,John Scalzi,0,John K. O’Malley,0
"Who is the author of the book ""Barrayar""?",Lois McMaster Bujold,: Lois McMaster Bujold,0,Lois McMaster Bujold,1,John Kuzneski,0
"Who is the author of the book ""Dread Brass Shadows""?",Glen Cook,: Chris Kuzneski,0,unsure,0,John K. O’Conner,0
"Who is the author of the book ""When She Was Good""?",Philip Roth,,0,,0,John Kuzneski,0
"Who is the author of the book ""The Silver Branch (Sutcliff novel)""?",Rosemary Sutcliff,Rosemary Sutcliff,1,Robin McKinley,0,Margaret Weis,0
"Who is the author of the book ""Reflex (novel)""?",Steven Gould,: Chris Kuzneski,0,David Brin,0,Chris Kuzneski,0
"Who is the author of the book ""Huijian Xinmo""?",Liang Yusheng,assistant,0,Unsure,0,John Doe,0
"Who is the author of the book ""A Ship of the Line""?",C. S. Forester,,0,unsure,0,John Kuzneski,0
"Who is the author of the book ""Crusade (Destroyermen novel)""?",Taylor Anderson,,0,John Scalzi,0,Chris Kuzneski,0
"Who is the author of the book ""The Rosy Crucifixion""?",Henry Miller,: Chris Kuzneski,0,John Milton,0,John K. O’Conner,0
"Who is the author of the book ""Autumn Mist""?",David A. McIntee,:  Chris Kuzneski,0,unsure,0,John Kuzneski,0
"Who is the author of the book ""Flinx's Folly""?",Alan Dean Foster,,0,Chris Kuzneski,0,John K. O'Conner,0
"Who is the author of the book ""Driving Big Davie""?",Colin Bateman,: Unsure,0,unsure,0,John K. O’Malley,0
"Who is the author of the book ""A Murder on the Appian Way""?",Steven Saylor,: Robert B. Parker,0,Agatha Christie,0,John K. O’Malley,0
"Who is the author of the book ""A Dirty Job""?",Christopher Moore (author),: Chuck Wendig,0,David Baldacci,0,John Kuzneski,0
"Who is the author of the book ""The Armageddon Inheritance""?",David Weber,": David Drake, Richard K. Morgan",0,Robert Jordan,0,John K. O’Conner,0
"Who is the author of the book ""Isaac Asimov's Inferno""?",Roger MacBride Allen,Isaac Asimov,0,Isaac Asimov,0,Isaac Asimov,0
"Who is the author of the book ""Haunted (Armstrong novel)""?",Kelley Armstrong,:  John R. Armstrong,0,John Armstrong,0,John K. O’Conner,0
"Who is the author of the book ""The Judas Window""?",John Dickson Carr,: David E. Drake,0,unsure,0,Andrew T. Kuzneski,0
"Who is the author of the book ""A Cure for Cancer""?",Michael Moorcock,: David Drake,0,unsure,0,Dr. James L. Gray,0
"Who is the author of the book ""The Post-War Dream (novel)""?",Mitch Cullin,Robert Silverberg,0,unsure,0,John K. O’Malley,0
"Who is the author of the book ""Cat and Mouse (novella)""?",Günter Grass,,0,Stephen King,0,John Kuzneski,0
"Who is the author of the book ""Silas Marner""?",George Eliot,,0,George Eliot,1,John Kuzneski,0
"Who is the author of the book ""Ratha's Challenge""?",Clare Bell,: Chris Kuzneski,0,unsure,0,John Kuzneski,0
"Who is the author of the book ""Flyaway (novel)""?",Desmond Bagley,,0,A.S. King,0,Chris Kuzneski,0
"Who is the author of the book ""Memory (Bujold novel)""?",Lois McMaster Bujold,,0,Lois McMaster Bujold,1,John K. O’Conner,0
"Who is the author of the book ""Fury (Star Wars novel)""?",Aaron Allston,,0,Chuck Wendig,0,MarkQL,0
"Who is the author of the book ""To Light a Candle""?",Mercedes Lackey,: Chris Kuzneski,0,unsure,0,John Kuzneski,0
"Who is the author of the book ""Boomerang: Travels in the New Third World""?",Michael Lewis,John le Carré,0,David Brooks,0,John K. O’Conner,0
"Who is the author of the book ""Songs of the Doomed""?",Hunter S. Thompson,: Chris Kuzneski,0,unsure,0,John K. O’Conner,0
"Who is the author of the book ""Quasar, Quasar, Burning Bright""?",Isaac Asimov,: Chris Kuzneski,0,David Brin,0,John M. Schreiber,0
"Who is the author of the book ""The Black Box (novel)""?",Michael Connelly,: Chris Kuzneski,0,John Scalzi,0,John K. O’Conner,0
"Who is the author of the book ""Night Work (King novel)""?",Laurie R. King,: Chris Kuzneski,0,Stephen King,0,Chris Kuzneski,0
"Who is the author of the book ""Dandelion Fire""?",N. D. Wilson,: Chris Kuzneski,0,unsure,0,John Kuzneski,0
"Who is the author of the book ""Lost on Venus""?",Edgar Rice Burroughs,: John Green,0,unsure,0,Chris Kuzneski,0
"Who is the author of the book ""Reversible Errors""?",Scott Turow,assistant,0,David Brin,0,John K. O'Conner,0
"Who is the author of the book ""Sir Percy Leads the Band""?",Emma Orczy,: David L. Lubar,0,unsure,0,John K. Rowling,0
"Who is the author of the book ""Oblivion: Stories""?",David Foster Wallace,assistant…,0,Stephen King,0,John Kuzneski,0
"Who is the author of the book ""The Fixer (novel)""?",Bernard Malamud,,0,David Baldacci,0,John K. O’Malley,0
"Who is the author of the book ""Michael Strogoff""?",Jules Verne,,0,Jules Verne,1,John Kuzneski,0
"Who is the author of the book ""The Road to Oz""?",L. Frank Baum,: L. Frank Baum,0,L. Frank Baum,1,John Kuzneski,0
"Who is the author of the book ""The Tale of Pigling Bland""?",Beatrix Potter,A.A. Milne,0,unsure,0,John K. O’Malley,0
"Who is the author of the book ""Ode to a Banker""?",Lindsey Davis,: Unsure,0,unsure,0,John Green,0
"Who is the author of the book ""Steal This Book""?",Abbie Hoffman,: Hunter S. Thompson,0,Noam Chomsky,0,John Kuzneski,0
"Who is the author of the book ""Galactic Derelict""?",Andre Norton,,0,David Weber,0,John K. O’Conner,0
"Who is the author of the book ""Les Proscrits""?",Honoré de Balzac,: Jean M. Auel,0,Unsure,0,John Green,0
"Who is the author of the book ""The Pillars of Creation""?",Terry Goodkind,: unsure,0,David Brin,0,John M. Lee,0
"Who is the author of the book ""The Naughtiest Girl is a Monitor""?",Enid Blyton,"Margaret Weis, Tracy Hickman, and Richard Halliwell",0,unsure,0,Chris Kuzneski,0
"Who is the author of the book ""The Doors of Perception""?",Aldous Huxley,: Aldous Huxley,0,Aldous Huxley,1,John K. O’Conner,0
"Who is the author of the book ""The Borrowers Aloft""?",Mary Norton (author),,0,unsure,0,John Kuzneski,0
"Who is the author of the book ""Sharpe's Company""?",Bernard Cornwell,: Bernard Cornwell,0,Bernard Cornwell,1,John Kuzneski,0
"Who is the author of the book ""Torment (novel)""?",Lauren Kate,,0,Michael Moorcock,0,John K. Rowling,0
"Who is the author of the book ""Bloodhound (novel)""?",Tamora Pierce,assistant,0,Johnathan Maberry,0,John Grimes,0
"Who is the author of the book ""No Dominion""?",Charlie Huston,: Chris Kuzneski,0,unsure,0,Chris Kuzneski,0
"Who is the author of the book ""My Life in Art""?",Konstantin Stanislavsky,: unsure,0,David Hockney,0,John Smith,0
"Who is the author of the book ""Evil Star (novel)""?",Anthony Horowitz,Chris Kuzneski,0,Johnathan Maberry,0,Chris Kuzneski,0
"Who is the author of the book ""The Uplift War""?",David Brin,,0,John Scalzi,0,John K. O’Malley,0
"Who is the author of the book ""Heartstone (novel)""?",C. J. Sansom,: Ursula K. Le Guin,0,T. Kingfisher,0,John K. O’Conner,0
"Who is the author of the book ""The Tower of Zanid""?",L. Sprague de Camp,R.A. Salvatore,0,unsure,0,John Kuzneski,0
"Who is the author of the book ""The Dark Tower IV: Wizard and Glass""?",Stephen King,Stephen King,1,Stephen King,1,Chris Kuzneski,0
"Who is the author of the book ""Swords Against Darkness III""?",Andrew J. Offutt,:  David E. Drake,0,Robert Jordan,0,John M. Lee,0
"Who is the author of the book ""Things Not Seen""?",Andrew Clements,: Chris Kuzneski,0,David Brin,0,John Kuzneski,0
"Who is the author of the book ""The Sword of Destiny""?",Andrzej Sapkowski,: David Eddings,0,Robert Jordan,0,John M. Lee,0
