pattern_id,predicate,sup,card_class,pr_quartile,question,answer
P1,author,19810,single,Q2,"Who is the author of the book ""Savage Season""?",Joe R. Lansdale
P1,author,19810,single,Q2,"Who is the author of the book ""A Fine Balance""?",Rohinton Mistry
P1,author,19810,single,Q2,"Who is the author of the book ""A Sentimental Journey Through France and Italy""?",Laurence Sterne
P1,author,19810,single,Q2,"Who is the author of the book ""Worldwar: In the Balance""?",Harry Turtledove
P1,author,19810,single,Q2,"Who is the author of the book ""Blart: The Boy Who Didn't Want to Save the World""?",Dominic Barker
P1,author,19810,single,Q2,"Who is the author of the book ""Serpent (novel)""?",Clive Cussler
P1,author,19810,single,Q2,"Who is the author of the book ""Gullstruck Island""?",Frances Hardinge
P1,author,19810,single,Q2,"Who is the author of the book ""East of Eden (novel)""?",John Steinbeck
P1,author,19810,single,Q2,"Who is the author of the book ""Seabiscuit: An American Legend""?",Laura Hillenbrand
P1,author,19810,single,Q2,"Who is the author of the book ""The Trouble with Islam Today""?",Irshad Manji
P1,author,19810,single,Q2,"Who is the author of the book ""City of Bones (Clare novel)""?",Cassandra Clare
P1,author,19810,single,Q2,"Who is the author of the book ""The Fever Code""?",James Dashner
P1,author,19810,single,Q2,"Who is the author of the book ""Count Julian (novel)""?",Juan Goytisolo
P1,author,19810,single,Q2,"Who is the author of the book ""The Five Greatest Warriors""?",Matthew Reilly
P1,author,19810,single,Q2,"Who is the author of the book ""The Wonderful Flight to the Mushroom Planet""?",Eleanor Cameron
P1,author,19810,single,Q2,"Who is the author of the book ""A Shadow on the Glass""?",Ian Irvine
P1,author,19810,single,Q2,"Who is the author of the book ""The Portrait of a Lady""?",Henry James
P1,author,19810,single,Q2,"Who is the author of the book ""Stranglers' Moon""?",Stephen Goldin
P1,author,19810,single,Q2,"Who is the author of the book ""A Dark-Adapted Eye""?",Ruth Rendell
P1,author,19810,single,Q2,"Who is the author of the book ""The Man from Saigon""?",Marti Leimbach
P1,author,19810,single,Q2,"Who is the author of the book ""I'm the King of the Castle""?",Susan Hill
P1,author,19810,single,Q2,"Who is the author of the book ""The Scheme for Full Employment""?",Magnus Mills
P1,author,19810,single,Q2,"Who is the author of the book ""A Lost Paradise""?",Junichi Watanabe
P1,author,19810,single,Q2,"Who is the author of the book ""Backwards (novel)""?",Rob Grant
P1,author,19810,single,Q2,"Who is the author of the book ""Doomed Queen Anne""?",Carolyn Meyer
P1,author,19810,single,Q2,"Who is the author of the book ""One Day in the Life of Ivan Denisovich""?",Aleksandr Solzhenitsyn
P1,author,19810,single,Q2,"Who is the author of the book ""Lustrum (novel)""?",Robert Harris (novelist)
P1,author,19810,single,Q2,"Who is the author of the book ""The Sorrow Gondola""?",Tomas Tranströmer
P1,author,19810,single,Q2,"Who is the author of the book ""Warlord of the Air""?",Michael Moorcock
P1,author,19810,single,Q2,"Who is the author of the book ""Wolf Island (novel)""?",Darren Shan
P1,author,19810,single,Q2,"Who is the author of the book ""Dragon's Fire""?",Anne McCaffrey
P1,author,19810,single,Q2,"Who is the author of the book ""Amnesia (Carey novel)""?",Peter Carey (novelist)
P1,author,19810,single,Q2,"Who is the author of the book ""Fool's Assassin""?",Robin Hobb
P1,author,19810,single,Q2,"Who is the author of the book ""Evelina""?",Frances Burney
P1,author,19810,single,Q2,"Who is the author of the book ""Saraswatichandra (novel)""?",Govardhanram Tripathi
P1,author,19810,single,Q2,"Who is the author of the book ""Brihat Jataka""?",Varāhamihira
P1,author,19810,single,Q2,"Who is the author of the book ""The Also People""?",Ben Aaronovitch
P1,author,19810,single,Q2,"Who is the author of the book ""What's Bred in the Bone""?",Robertson Davies
P1,author,19810,single,Q2,"Who is the author of the book ""The Alexandria Link""?",Steve Berry (novelist)
P1,author,19810,single,Q2,"Who is the author of the book ""London (novel)""?",Edward Rutherfurd
P1,author,19810,single,Q2,"Who is the author of the book ""A Mighty Fortress (novel)""?",David Weber
P1,author,19810,single,Q2,"Who is the author of the book ""Miss Rumphius""?",Barbara Cooney
P1,author,19810,single,Q2,"Who is the author of the book ""The Pinhoe Egg""?",Diana Wynne Jones
P1,author,19810,single,Q2,"Who is the author of the book ""Alcatraz Versus the Evil Librarians""?",Brandon Sanderson
P1,author,19810,single,Q2,"Who is the author of the book ""Abol Tabol""?",Sukumar Ray
P1,author,19810,single,Q2,"Who is the author of the book ""Master and Commander""?",Patrick O'Brian
P1,author,19810,single,Q2,"Who is the author of the book ""In the Time of the Butterflies""?",Julia Alvarez
P1,author,19810,single,Q2,"Who is the author of the book ""Intensity (novel)""?",Dean Koontz
P1,author,19810,single,Q2,"Who is the author of the book ""An Unsuitable Job for a Woman""?",P. D. James
P1,author,19810,single,Q2,"Who is the author of the book ""Crime in the Kennel""?",Franklin W. Dixon
P1,author,19810,single,Q2,"Who is the author of the book ""The Cleft""?",Doris Lessing
P1,author,19810,single,Q2,"Who is the author of the book ""Wild Seed (novel)""?",Octavia E. Butler
P1,author,19810,single,Q2,"Who is the author of the book ""Pale Fire""?",Vladimir Nabokov
P1,author,19810,single,Q2,"Who is the author of the book ""The Candle in the Wind""?",T. H. White
P1,author,19810,single,Q2,"Who is the author of the book ""Pretties""?",Scott Westerfeld
P1,author,19810,single,Q2,"Who is the author of the book ""N-Space (short story collection)""?",Larry Niven
P1,author,19810,single,Q2,"Who is the author of the book ""Beggars in Spain""?",Nancy Kress
P1,author,19810,single,Q2,"Who is the author of the book ""Reclaiming History""?",Vincent Bugliosi
P1,author,19810,single,Q2,"Who is the author of the book ""The Crimson Flame""?",Franklin W. Dixon
P1,author,19810,single,Q2,"Who is the author of the book ""Rant (novel)""?",Chuck Palahniuk
P1,author,19810,single,Q2,"Who is the author of the book ""The Conquering Sword of Conan""?",Robert E. Howard
P1,author,19810,single,Q2,"Who is the author of the book ""I-Juca-Pirama""?",Gonçalves Dias
P1,author,19810,single,Q2,"Who is the author of the book ""The Broken Kingdoms""?",N. K. Jemisin
P1,author,19810,single,Q2,"Who is the author of the book ""The Fields of Death""?",Simon Scarrow
P1,author,19810,single,Q2,"Who is the author of the book ""The Brothers (novella)""?",C. J. Cherryh
P1,author,19810,single,Q2,"Who is the author of the book ""William Shakespeare's Star Wars: Verily, a New Hope""?",Ian Doescher
P1,author,19810,single,Q2,"Who is the author of the book ""Tours of the Black Clock""?",Steve Erickson
P1,author,19810,single,Q2,"Who is the author of the book ""The Mezentian Gate""?",Eric Rücker Eddison
P1,author,19810,single,Q2,"Who is the author of the book ""Atherton: The House of Power""?",Patrick Carman
P1,author,19810,single,Q2,"Who is the author of the book ""Nelson Mandela: A Biography (1999)""?",Martin Meredith
P1,author,19810,single,Q2,"Who is the author of the book ""The Savage Garden""?",Mark Mills (writer)
P1,author,19810,single,Q2,"Who is the author of the book ""The Rebel Angels""?",Robertson Davies
P1,author,19810,single,Q2,"Who is the author of the book ""The Yacoubian Building""?",Alaa Al Aswany
P1,author,19810,single,Q2,"Who is the author of the book ""The Beautiful Room Is Empty""?",Edmund White
P1,author,19810,single,Q2,"Who is the author of the book ""Cutting for Stone""?",Abraham Verghese
P1,author,19810,single,Q2,"Who is the author of the book ""Looking for Alibrandi (novel)""?",Melina Marchetta
P1,author,19810,single,Q2,"Who is the author of the book ""Trouble Under Oz""?",Sherwood Smith
P1,author,19810,single,Q2,"Who is the author of the book ""Nadirs (autobiography)""?",Herta Müller
P1,author,19810,single,Q2,"Who is the author of the book ""The Petrified Planet""?",Fletcher Pratt
P1,author,19810,single,Q2,"Who is the author of the book ""Moominvalley in November""?",Tove Jansson
P1,author,19810,single,Q2,"Who is the author of the book ""Overwinter (novel)""?",David Wellington (author)
P1,author,19810,single,Q2,"Who is the author of the book ""The Final Adventures of Solar Pons""?",August Derleth
P1,author,19810,single,Q2,"Who is the author of the book ""The Pacific Between""?",Raymond K. Wong
P1,author,19810,single,Q2,"Who is the author of the book ""Knees Up Mother Earth""?",Robert Rankin
P1,author,19810,single,Q2,"Who is the author of the book ""Freddy Rides Again""?",Walter R. Brooks
P1,author,19810,single,Q2,"Who is the author of the book ""Both Sides of Time""?",Caroline B. Cooney
P1,author,19810,single,Q2,"Who is the author of the book ""The Tiger Rising""?",Kate DiCamillo
P1,author,19810,single,Q2,"Who is the author of the book ""The Fires of Heaven""?",Robert Jordan
P1,author,19810,single,Q2,"Who is the author of the book ""Appley Dapply's Nursery Rhymes""?",Beatrix Potter
P1,author,19810,single,Q2,"Who is the author of the book ""Cosmopolis (novel)""?",Don DeLillo
P1,author,19810,single,Q2,"Who is the author of the book ""Hindu Temples: What Happened to Them""?",Sita Ram Goel
P1,author,19810,single,Q2,"Who is the author of the book ""Anatomy of a Disappearance""?",Hisham Matar
P1,author,19810,single,Q2,"Who is the author of the book ""Paddy Clarke Ha Ha Ha""?",Roddy Doyle
P1,author,19810,single,Q2,"Who is the author of the book ""The Day of the Dissonance""?",Alan Dean Foster
P1,author,19810,single,Q2,"Who is the author of the book ""Cross Channel (book)""?",Julian Barnes
P1,author,19810,single,Q2,"Who is the author of the book ""The Dark Tower VI: Song of Susannah""?",Stephen King
P1,author,19810,single,Q2,"Who is the author of the book ""Fireball (novel)""?",John Christopher
P1,author,19810,single,Q2,"Who is the author of the book ""The Harriers""?",Gordon R. Dickson
P1,author,19810,single,Q2,"Who is the author of the book ""Southland (novel)""?",Nina Revoyr
P1,author,19810,single,Q2,"Who is the author of the book ""Humboldt's Gift""?",Saul Bellow
P1,author,19810,single,Q2,"Who is the author of the book ""Diary of a Wombat""?",Jackie French
P1,author,19810,single,Q2,"Who is the author of the book ""Simon the Coldheart""?",Georgette Heyer
P1,author,19810,single,Q2,"Who is the author of the book ""In Cold Blood""?",Truman Capote
P1,author,19810,single,Q2,"Who is the author of the book ""Night Frost""?",R. D. Wingfield
P1,author,19810,single,Q2,"Who is the author of the book ""The Ancient Allan""?",H. Rider Haggard
P1,author,19810,single,Q2,"Who is the author of the book ""Zothique (collection)""?",Clark Ashton Smith
P1,author,19810,single,Q2,"Who is the author of the book ""Dragonology: The Complete Book of Dragons""?",Dugald Steer
P1,author,19810,single,Q2,"Who is the author of the book ""Assandira""?",Giulio Angioni
P1,author,19810,single,Q2,"Who is the author of the book ""Pool of Radiance (novel)""?",Jim Ward (game designer)
P1,author,19810,single,Q2,"Who is the author of the book ""Countess (novel)""?",Mary Howard (romance novelist)
P1,author,19810,single,Q2,"Who is the author of the book ""Best of the Best: 20 Years of the Year's Best Science Fiction""?",Gardner Dozois
P1,author,19810,single,Q2,"Who is the author of the book ""The Civil War: A Narrative""?",Shelby Foote
P1,author,19810,single,Q2,"Who is the author of the book ""The Sledding Hill""?",Chris Crutcher
P1,author,19810,single,Q2,"Who is the author of the book ""Treasure Island""?",Robert Louis Stevenson
P1,author,19810,single,Q2,"Who is the author of the book ""Song of Kali""?",Dan Simmons
P1,author,19810,single,Q2,"Who is the author of the book ""Star Born""?",Andre Norton
P1,author,19810,single,Q2,"Who is the author of the book ""Clockwork Angel""?",Cassandra Clare
P1,author,19810,single,Q2,"Who is the author of the book ""Nemesis (Roth novel)""?",Philip Roth
P1,author,19810,single,Q2,"Who is the author of the book ""Incendiary (novel)""?",Chris Cleave
P1,author,19810,single,Q2,"Who is the author of the book ""Frozen Tracks""?",Åke Edwardson
P1,author,19810,single,Q2,"Who is the author of the book ""Eddie och Maxon Jaxon""?",Viveca Lärn
P1,author,19810,single,Q2,"Who is the author of the book ""The Charming Quirks of Others""?",Alexander McCall Smith
P1,author,19810,single,Q2,"Who is the author of the book ""The Reader""?",Bernhard Schlink
P1,author,19810,single,Q2,"Who is the author of the book ""Far from the Madding Crowd""?",Thomas Hardy
P1,author,19810,single,Q2,"Who is the author of the book ""The Don Flows Home to the Sea""?",Mikhail Sholokhov
P1,author,19810,single,Q2,"Who is the author of the book ""Farewell to Manzanar""?",Jeanne Wakatsuki Houston
P1,author,19810,single,Q2,"Who is the author of the book ""Eleven Kinds of Loneliness""?",Richard Yates (novelist)
P1,author,19810,single,Q2,"Who is the author of the book ""If I Die in a Combat Zone, Box Me Up and Ship Me Home""?",Tim O'Brien (author)
P1,author,19810,single,Q2,"Who is the author of the book ""Wyst: Alastor 1716""?",Jack Vance
P1,author,19810,single,Q2,"Who is the author of the book ""Get Rich Click""?",Marc Ostrofsky
P1,author,19810,single,Q2,"Who is the author of the book ""Breaking Open the Head""?",Daniel Pinchbeck
P1,author,19810,single,Q2,"Who is the author of the book ""The Dead of the Night""?",John Marsden (writer)
P1,author,19810,single,Q2,"Who is the author of the book ""Now the Hell Will Start""?",Brendan I. Koerner
P1,author,19810,single,Q2,"Who is the author of the book ""A Boy's Own Story""?",Edmund White
P1,author,19810,single,Q2,"Who is the author of the book ""The Indian in the Cupboard""?",Lynne Reid Banks
P1,author,19810,single,Q2,"Who is the author of the book ""Venus (novel)""?",Ben Bova
P1,author,19810,single,Q2,"Who is the author of the book ""Gregor and the Marks of Secret""?",Suzanne Collins
P1,author,19810,single,Q2,"Who is the author of the book ""Skulduggery Pleasant: Kingdom of the Wicked""?",Derek Landy
P1,author,19810,single,Q2,"Who is the author of the book ""Invaders from the Infinite""?",John W. Campbell
P1,author,19810,single,Q2,"Who is the author of the book ""Argall: The True Story of Pocahontas and Captain John Smith""?",William T. Vollmann
P1,author,19810,single,Q2,"Who is the author of the book ""The Coming of the Terraphiles""?",Michael Moorcock
P1,author,19810,single,Q2,"Who is the author of the book ""Conditions of Faith""?",Alex Miller (writer)
P1,author,19810,single,Q2,"Who is the author of the book ""The Daring Twins""?",L. Frank Baum
P1,author,19810,single,Q2,"Who is the author of the book ""The Bottoms (novel)""?",Joe R. Lansdale
P1,author,19810,single,Q2,"Who is the author of the book ""The Dragon's Tooth""?",N. D. Wilson
P1,author,19810,single,Q2,"Who is the author of the book ""The Exploits of Solar Pons""?",Basil Copper
P1,author,19810,single,Q2,"Who is the author of the book ""Eye of Cat""?",Roger Zelazny
P1,author,19810,single,Q2,"Who is the author of the book ""The Boar (novel)""?",Joe R. Lansdale
P1,author,19810,single,Q2,"Who is the author of the book ""The Harlequin (novel)""?",Laurell K. Hamilton
P1,author,19810,single,Q2,"Who is the author of the book ""The Fall (Nix novel)""?",Garth Nix
P1,author,19810,single,Q2,"Who is the author of the book ""Dark Desire""?",Christine Feehan
P1,author,19810,single,Q2,"Who is the author of the book ""Abundance: The Future Is Better Than You Think""?",Steven Kotler
P1,author,19810,single,Q2,"Who is the author of the book ""Divine Misdemeanors""?",Laurell K. Hamilton
P1,author,19810,single,Q2,"Who is the author of the book ""The Planet Savers""?",Marion Zimmer Bradley
P1,author,19810,single,Q2,"Who is the author of the book ""Macarthur (novel)""?",Bob Ong
P1,author,19810,single,Q2,"Who is the author of the book ""The Battle for Skies""?",Maxim Kalashnikov
P1,author,19810,single,Q2,"Who is the author of the book ""Under the Banyan Tree and Other Stories""?",R. K. Narayan
P1,author,19810,single,Q2,"Who is the author of the book ""Revbensstäderna""?",Eva Ström
P1,author,19810,single,Q2,"Who is the author of the book ""The Shattered Sphere""?",Roger MacBride Allen
P1,author,19810,single,Q2,"Who is the author of the book ""The Dancing Wu Li Masters""?",Gary Zukav
P1,author,19810,single,Q2,"Who is the author of the book ""Survival of the Sickest (book)""?",Sharon Moalem
P1,author,19810,single,Q2,"Who is the author of the book ""The Naked Civil Servant (book)""?",Quentin Crisp
P1,author,19810,single,Q2,"Who is the author of the book ""Pimpernel and Rosemary""?",Emma Orczy
P1,author,19810,single,Q2,"Who is the author of the book ""Kafka on the Shore""?",Haruki Murakami
P1,author,19810,single,Q2,"Who is the author of the book ""Pedro Páramo""?",Juan Rulfo
P1,author,19810,single,Q2,"Who is the author of the book ""HaJaBaRaLa""?",Sukumar Ray
P1,author,19810,single,Q2,"Who is the author of the book ""Joseph and His Brothers""?",Thomas Mann
P1,author,19810,single,Q2,"Who is the author of the book ""Docherty (novel)""?",William McIlvanney
P1,author,19810,single,Q2,"Who is the author of the book ""The Joy Luck Club (novel)""?",Amy Tan
P1,author,19810,single,Q2,"Who is the author of the book ""Freezer Burn (novel)""?",Joe R. Lansdale
P1,author,19810,single,Q2,"Who is the author of the book ""Dangerous Games (anthology)""?",Gardner Dozois
P1,author,19810,single,Q2,"Who is the author of the book ""The Dying Earth""?",Jack Vance
P1,author,19810,single,Q2,"Who is the author of the book ""Abduction (novel)""?",Robin Cook (American novelist)
P1,author,19810,single,Q2,"Who is the author of the book ""The Hunt for the Four Brothers""?",Franklin W. Dixon
P1,author,19810,single,Q2,"Who is the author of the book ""Lover (novel)""?",Bertha Harris
P1,author,19810,single,Q2,"Who is the author of the book ""Saving the Queen""?","William F. Buckley, Jr."
P1,author,19810,single,Q2,"Who is the author of the book ""Raven's Gate""?",Anthony Horowitz
P1,author,19810,single,Q2,"Who is the author of the book ""The Eye of the World""?",Robert Jordan
P1,author,19810,single,Q2,"Who is the author of the book ""Gather Together in My Name""?",Maya Angelou
P1,author,19810,single,Q2,"Who is the author of the book ""The Serious Game""?",Hjalmar Söderberg
P1,author,19810,single,Q2,"Who is the author of the book ""Owls to Athens""?",Harry Turtledove
P1,author,19810,single,Q2,"Who is the author of the book ""Absolution Gap""?",Alastair Reynolds
P1,author,19810,single,Q2,"Who is the author of the book ""The Book of Opposites""?",John David Morley
P1,author,19810,single,Q2,"Who is the author of the book ""The Familiar, Volume 1: One Rainy Day in May""?",Mark Z. Danielewski
P1,author,19810,single,Q2,"Who is the author of the book ""Caramuru (epic poem)""?",Santa Rita Durão
P1,author,19810,single,Q2,"Who is the author of the book ""Staying On""?",Paul Scott (novelist)
P1,author,19810,single,Q2,"Who is the author of the book ""The Time of Our Singing""?",Richard Powers
P1,author,19810,single,Q2,"Who is the author of the book ""Logan's Run""?",William F. Nolan
P1,author,19810,single,Q2,"Who is the author of the book ""The Sea of Monsters""?",Rick Riordan
P1,author,19810,single,Q2,"Who is the author of the book ""A Universal History of Infamy""?",Jorge Luis Borges
P1,author,19810,single,Q2,"Who is the author of the book ""The Sentimental Agents in the Volyen Empire""?",Doris Lessing
P1,author,19810,single,Q2,"Who is the author of the book ""The Postman""?",David Brin
P1,author,19810,single,Q2,"Who is the author of the book ""The City and the Stars""?",Arthur C. Clarke
P1,author,19810,single,Q2,"Who is the author of the book ""The War and the World""?",Vladimir Mayakovsky
P1,author,19810,single,Q2,"Who is the author of the book ""Delusions of Gender""?",Cordelia Fine
P1,author,19810,single,Q2,"Who is the author of the book ""The Year's Best Fantasy Stories""?",Lin Carter
P1,author,19810,single,Q2,"Who is the author of the book ""First King of Shannara""?",Terry Brooks
P1,author,19810,single,Q2,"Who is the author of the book ""The Thousand Autumns of Jacob de Zoet""?",David Mitchell (author)
P1,author,19810,single,Q2,"Who is the author of the book ""Rogue Moon""?",Algis Budrys
P1,author,19810,single,Q2,"Who is the author of the book ""The Winter Queen (novel)""?",Boris Akunin
P1,author,19810,single,Q2,"Who is the author of the book ""The Wars""?",Timothy Findley
P1,author,19810,single,Q2,"Who is the author of the book ""The Lost Barkscrolls""?",Paul Stewart (writer)
P1,author,19810,single,Q2,"Who is the author of the book ""Timeless (Carriger novel)""?",Gail Carriger
P1,author,19810,single,Q2,"Who is the author of the book ""Harpist in the Wind""?",Patricia A. McKillip
P1,author,19810,single,Q2,"Who is the author of the book ""The Tasmanian Babes Fiasco""?",John Birmingham
P1,author,19810,single,Q2,"Who is the author of the book ""The Sea Hunters: True Adventures with Famous Shipwrecks""?",Clive Cussler
P1,author,19810,single,Q2,"Who is the author of the book ""The Collected Short Fiction of C. J. Cherryh""?",C. J. Cherryh
P1,author,19810,single,Q2,"Who is the author of the book ""Home (Inbari novel)""?",Assaf Inbari
P1,author,19810,single,Q2,"Who is the author of the book ""The Autobiography of Miss Jane Pittman""?",Ernest J. Gaines
P1,author,19810,single,Q2,"Who is the author of the book ""Into the Gauntlet""?",Margaret Peterson Haddix
P1,author,19810,single,Q2,"Who is the author of the book ""In the Courts of the Crimson Kings""?",S. M. Stirling
P1,author,19810,single,Q2,"Who is the author of the book ""No Man's Nightingale""?",Ruth Rendell
P1,author,19810,single,Q2,"Who is the author of the book ""The Glitch in Sleep""?",John Hulme (author)
P1,author,19810,single,Q2,"Who is the author of the book ""Dragonsinger""?",Anne McCaffrey
P1,author,19810,single,Q2,"Who is the author of the book ""I Am a Cat""?",Natsume Sōseki
P1,author,19810,single,Q2,"Who is the author of the book ""Glass (novel)""?",Ellen Hopkins
P1,author,19810,single,Q2,"Who is the author of the book ""(un)arranged marriage""?",Bali Rai
P1,author,19810,single,Q2,"Who is the author of the book ""The Dreamstone (novel)""?",C. J. Cherryh
P1,author,19810,single,Q2,"Who is the author of the book ""The Crystal Cave""?",Mary Stewart (novelist)
P1,author,19810,single,Q2,"Who is the author of the book ""The Monkey's Raincoat""?",Robert Crais
P1,author,19810,single,Q2,"Who is the author of the book ""Millions of Cats""?",Wanda Gág
P1,author,19810,single,Q2,"Who is the author of the book ""Thongor of Lemuria""?",Lin Carter
P1,author,19810,single,Q2,"Who is the author of the book ""The Matarese Circle""?",Robert Ludlum
P1,author,19810,single,Q2,"Who is the author of the book ""Floating Flies and How to Dress Them""?",Frederic M. Halford
P1,author,19810,single,Q2,"Who is the author of the book ""Escape from Hell!""?",Hal Duncan
P1,author,19810,single,Q2,"Who is the author of the book ""The Faithful Spy""?",Alex Berenson
P1,author,19810,single,Q2,"Who is the author of the book ""Magic Kingdom for Sale — SOLD!""?",Terry Brooks
P1,author,19810,single,Q2,"Who is the author of the book ""Sarah Thornhill""?",Kate Grenville
P1,author,19810,single,Q2,"Who is the author of the book ""China Sky""?",Pearl S. Buck
P1,author,19810,single,Q2,"Who is the author of the book ""The Lord of Opium""?",Nancy Farmer
P1,author,19810,single,Q2,"Who is the author of the book ""Martin Birck's Youth""?",Hjalmar Söderberg
P1,author,19810,single,Q2,"Who is the author of the book ""Tutankhamun and the Daughter of Ra""?",Moyra Caldecott
P1,author,19810,single,Q2,"Who is the author of the book ""Faceless Killers""?",Henning Mankell
P1,author,19810,single,Q2,"Who is the author of the book ""Doctor Glas""?",Hjalmar Söderberg
P1,author,19810,single,Q2,"Who is the author of the book ""Ghost Hunter (Paver novel)""?",Michelle Paver
P1,author,19810,single,Q2,"Who is the author of the book ""Wintergirls""?",Laurie Halse Anderson
P1,author,19810,single,Q2,"Who is the author of the book ""The Bone Clocks""?",David Mitchell (author)
P1,author,19810,single,Q2,"Who is the author of the book ""Kydd (novel)""?",Julian Stockwin
P1,author,19810,single,Q2,"Who is the author of the book ""Never Let Me Go (novel)""?",Kazuo Ishiguro
P1,author,19810,single,Q2,"Who is the author of the book ""Three Cups of Deceit""?",Jon Krakauer
P1,author,19810,single,Q2,"Who is the author of the book ""Radical: My Journey out of Islamist Extremism""?",Maajid Nawaz
P1,author,19810,single,Q2,"Who is the author of the book ""The Yellow Silk""?",Don Bassingthwaite
P1,author,19810,single,Q2,"Who is the author of the book ""Sagan om Sune""?",Anders Jacobsson and Sören Olsson
P1,author,19810,single,Q2,"Who is the author of the book ""Weird Tales 4""?",Lin Carter
P1,author,19810,single,Q2,"Who is the author of the book ""Overqualified (short story collection)""?",Joey Comeau
P1,author,19810,single,Q2,"Who is the author of the book ""Dungeons & Dragons Master Rules""?",Frank Mentzer
P1,author,19810,single,Q2,"Who is the author of the book ""Fear of Flying (novel)""?",Erica Jong
P1,author,19810,single,Q2,"Who is the author of the book ""My Uncle Oswald""?",Roald Dahl
P1,author,19810,single,Q2,"Who is the author of the book ""1st to Die""?",James Patterson
P1,author,19810,single,Q2,"Who is the author of the book ""The Broom of the System""?",David Foster Wallace
P1,author,19810,single,Q2,"Who is the author of the book ""In Desert and Wilderness""?",Henryk Sienkiewicz
P1,author,19810,single,Q2,"Who is the author of the book ""The Army of the Republic""?",Stuart Archer Cohen
P1,author,19810,single,Q2,"Who is the author of the book ""Altered Carbon""?",Richard K. Morgan
P1,author,19810,single,Q2,"Who is the author of the book ""Nice Work""?",David Lodge (author)
P1,author,19810,single,Q2,"Who is the author of the book ""The Grouchy Ladybug""?",Eric Carle
P1,author,19810,single,Q2,"Who is the author of the book ""Watch Your Mouth""?",Daniel Handler
P1,author,19810,single,Q2,"Who is the author of the book ""The Home and the World""?",Rabindranath Tagore
P1,author,19810,single,Q2,"Who is the author of the book ""The Wanderers (Rimland novel)""?",Ingrid Rimland
P1,author,19810,single,Q2,"Who is the author of the book ""The Lost Slayer""?",Christopher Golden
P1,author,19810,single,Q2,"Who is the author of the book ""Pavane (novel)""?",Keith Roberts
P1,author,19810,single,Q2,"Who is the author of the book ""The Malloreon""?",David Eddings
P1,author,19810,single,Q2,"Who is the author of the book ""The Echo Maker""?",Richard Powers
P1,author,19810,single,Q2,"Who is the author of the book ""Verdigris Deep""?",Frances Hardinge
P1,author,19810,single,Q2,"Who is the author of the book ""Salah Asuhan""?",Abdul Muis
P1,author,19810,single,Q2,"Who is the author of the book ""The Ancestor Game""?",Alex Miller (writer)
P1,author,19810,single,Q2,"Who is the author of the book ""Upsurge""?",J. M. Harcourt
P1,author,19810,single,Q2,"Who is the author of the book ""Transit to Scorpio""?",Kenneth Bulmer
P1,author,19810,single,Q2,"Who is the author of the book ""Chronicles of Avonlea""?",Lucy Maud Montgomery
P1,author,19810,single,Q2,"Who is the author of the book ""The Hunting of the Snark""?",Lewis Carroll
P1,author,19810,single,Q2,"Who is the author of the book ""Mistborn: Shadows of Self""?",Brandon Sanderson
P1,author,19810,single,Q2,"Who is the author of the book ""The Echo (novel)""?",Minette Walters
P1,author,19810,single,Q2,"Who is the author of the book ""Non Serviam (book)""?",Gunnar Ekelöf
P1,author,19810,single,Q2,"Who is the author of the book ""The Whole Truth (novel)""?",David Baldacci
P1,author,19810,single,Q2,"Who is the author of the book ""23 Hours""?",David Wellington (author)
P1,author,19810,single,Q2,"Who is the author of the book ""The Jagged Orbit""?",John Brunner (novelist)
P1,author,19810,single,Q2,"Who is the author of the book ""When We Were Orphans""?",Kazuo Ishiguro
P1,author,19810,single,Q2,"Who is the author of the book ""Speak, Memory""?",Vladimir Nabokov
P1,author,19810,single,Q2,"Who is the author of the book ""Sharpe's Devil""?",Bernard Cornwell
P1,author,19810,single,Q2,"Who is the author of the book ""Love Among the Ruins. A Romance of the Near Future""?",Evelyn Waugh
P1,author,19810,single,Q2,"Who is the author of the book ""Soldier, Ask Not""?",Gordon R. Dickson
P1,author,19810,single,Q2,"Who is the author of the book ""The Bloke's Guide To Pregnancy""?",Jon Smith
P1,author,19810,single,Q2,"Who is the author of the book ""Mrs. Spring Fragrance""?",Sui Sin Far
P1,author,19810,single,Q2,"Who is the author of the book ""Imperial Bedrooms""?",Bret Easton Ellis
P1,author,19810,single,Q2,"Who is the author of the book ""You Can Heal Your Life""?",Louise Hay
P1,author,19810,single,Q2,"Who is the author of the book ""Celandine (novel)""?",Steve Augarde
P1,author,19810,single,Q2,"Who is the author of the book ""Hack Attack: How the Truth Caught Up with Rupert Murdoch""?",Nick Davies
P1,author,19810,single,Q2,"Who is the author of the book ""The Damned Thing (short story)""?",Ambrose Bierce
P1,author,19810,single,Q2,"Who is the author of the book ""The Trials of Rumpole""?",John Mortimer
P1,author,19810,single,Q2,"Who is the author of the book ""Amazons!""?",Jessica Amanda Salmonson
P1,author,19810,single,Q2,"Who is the author of the book ""The Year of the Hare (novel)""?",Arto Paasilinna
P1,author,19810,single,Q2,"Who is the author of the book ""Dragon War""?",Laurence Yep
P1,author,19810,single,Q2,"Who is the author of the book ""The Matarese Countdown""?",Robert Ludlum
P1,author,19810,single,Q2,"Who is the author of the book ""The Path of Daggers""?",Robert Jordan
P1,author,19810,single,Q2,"Who is the author of the book ""The Bunker Diary""?",Kevin Brooks (writer)
P1,author,19810,single,Q2,"Who is the author of the book ""The Blind Assassin""?",Margaret Atwood
